id,lat,lon
5403.01.320A,48.268419179766596,11.670598052485445
5403.01.320B,48.26846202911847,11.670611463530008
5403.01.320E,48.26856022541466,11.670643650038869
5403.01.320H,48.268449531394225,11.670404933435464
5403.01.320J,48.268478097616054,11.670429073316342
5403.01.321A,48.26849952227175,11.670434437734457
5403.01.321B,48.26859057695907,11.670445166570715
5403.01.330B,48.26835133488535,11.670345924837477
5403.01.330C,48.26836270157156,11.670194856446926
5403.01.340A,48.26823706961946,11.670375429136442
5403.01.340B,48.26822278644346,11.670345924837477
5403.01.340C,48.26815137050198,11.670311056120369
5403.01.340H,48.26820493246717,11.67052026842319
5403.01.340J,48.26817815149161,11.670517586214885
5403.01.341A,48.26808173986353,11.670471988661461
5403.02.300G,48.2683245539865,11.670603416903589
5403.02.320D,48.26852629019359,11.670645874639092
5403.02.331A,48.26835490566623,11.670135371423697
5403.04.320B,48.26849281301688,11.670647771781177
5403.04.320D,48.268511,11.67064
5403.04.330A,48.26837836065016,11.670272678018506
5403.04.330F,48.268319197805454,11.670249365312486
5403.05.210M,48.26836383263358,11.670329831583075
5403.05.211E,48.26827991912404,11.670324467164932
5403.05.300A,48.268287060704836,11.67040761564536
5403.05.300B,48.26824421120622,11.6704398021526
5403.05.300C,48.26823349882568,11.670463942035013
5403.05.300H,48.26823171342872,11.670447848780611
5403.05.300I,48.2682281426346,11.670431755526153
5403.05.321D,48.268623489967126,11.670551510742513
5403.05.340A,48.26824421120622,11.670343242629144
5403.05.340C,48.26818350768795,11.670321784956627
5403.05.340D,48.26813173110082,11.670294962865881
5403.05.340E,48.26813708730205,11.670308373912036
5403.05.340F,48.2680942376777,11.670281551821375
5403.05.340G,48.2680549588234,11.670289598447738
5403.05.340H,48.2682210010461,11.670447848780611
5403.05.341B,48.26818172228923,11.670415662271722
5403.05.341D,48.26814958510215,11.670418344481618
5403.05.341E,48.26812101869726,11.670434437734457
5403.05.341K,48.268210288660725,11.670426391108066
5403.05.342B,48.26821746580225,11.670535960337304
5403.05.342C,48.268203147069215,11.670547090513878
5403.05.342D,48.26815942917668,11.670519039803565
5403.05.342E,48.26811387709327,11.670501492960483
5403.05.342F,48.26810316468544,11.67051222179677
5403.05.342H,48.26803353398131,11.670493446334035
5403.05.342K,48.26803818008128,11.670406886136306
5406.01.600A,48.26921293888188,11.669241820844007
5406.01.600B,48.269201954168636,11.669233273321169
5406.01.600C,48.269201954168636,11.66924934590898
5406.01.600D,48.269200128083355,11.669259969102313
5406.01.600E,48.26920378159437,11.66924139466289
5406.01.600G,48.26925549978759,11.669262754652152
5406.01.610A,48.26919830333702,11.669321443713443
5406.01.620A,48.26928931815692,11.6692971651689
5406.01.620B,48.26935015793015,11.669266883199612
5406.01.620G,48.26944931279033,11.66930624693913
5406.01.620H,48.26947526067778,11.66931560686362
5406.01.620J,48.26931784928368,11.669082236167753
5406.01.621B,48.26937980274704,11.669085893954218
5406.01.621E,48.26948988067238,11.669115859469997
5406.01.621F,48.26949806994122,11.669135891303313
5406.01.621K,48.26934863881769,11.669079917478996
5406.01.630A,48.26923135484242,11.6689813033544
5406.01.630E,48.26925130218686,11.668830792186185
5406.01.640A,48.269100286636814,11.669024030731919
5406.01.640D,48.269003748159435,11.668959440082688
5406.01.640E,48.26897695182993,11.668982740569987
5406.01.640G,48.26892750992357,11.668955177739235
5406.01.641A,48.26895840682346,11.668970337307371
5406.01.641K,48.26909836056967,11.669103500701596
5406.01.650A,48.26875965313994,11.669309544668579
5406.01.650B,48.268756715236606,11.669349579898977
5406.01.650C,48.268761,11.669356
5406.01.650D,48.26873315535218,11.669482661360519
5406.01.650E,48.26888103657734,11.66942716826452
5406.01.650F,48.26889502389244,11.669499099622897
5406.01.650G,48.2688735994025,11.669464230905731
5406.01.650J,48.26885851403031,11.669335568150444
5406.01.651K,48.268882566507074,11.669398054154385
5406.02.610A,48.26917963020463,11.66927280338524
5406.02.620A,48.26934866524107,11.669286998508937
5406.02.620C,48.26939136420282,11.66931178512047
5406.02.622K,48.26945203876784,11.66922030873991
5406.02.630A,48.26928979072119,11.6690218337815
5406.02.630F,48.26919701953619,11.669004111718664
5406.03.621D,48.26948134367669,11.66919747401289
5406.03.630F,48.26919869767215,11.668995518715917
5406.04.610F,48.269116409763456,11.669429764521794
5406.04.621K,48.26948149111374,11.6692191821339
5406.04.630F,48.26922507083859,11.66897000462535
5406.EG.630G,48.2692543837567,11.668879706093918
5407.01.700A,48.26913292663241,11.669759505691133
5407.01.700B,48.26912927043384,11.669754188488696
5407.01.700D,48.26917047501601,11.669961020175663
5407.01.700H,48.269160520227075,11.66975650576407
5407.01.700I,48.26915313209645,11.669778124052613
5407.01.701I,48.26905017001749,11.669752509855869
5407.01.710A,48.26910021288282,11.670076779057638
5407.01.710C,48.26915128846707,11.669778137443785
5407.01.720A,48.269243253642344,11.67001037724279
5407.01.720D,48.26930711926519,11.670010059676002
5407.01.720F,48.26938671269147,11.67004125156268
5407.01.720H,48.26935047919963,11.669838765236506
5407.01.721E,48.26922042022562,11.669777635306502
5407.01.721F,48.26923371477247,11.669758394025052
5407.01.721H,48.2691833422397,11.66979369171193
5407.01.721I,48.269229909221224,11.669818560060833
5407.01.730A,48.269156823436106,11.669578771648645
5407.01.740A,48.26902313511209,11.669632120622083
5407.01.740B,48.26888,11.669705
5407.01.740D,48.26894390021258,11.669748125887821
5407.01.741A,48.26880799681001,11.669741819915032
5407.01.760D,48.269426,11.669553
5407.02.700D,48.26913854288483,11.670018024540525
5407.02.710B,48.269078009853246,11.669975155830059
5407.02.710C,48.26906199842108,11.670049175684284
5407.02.710D,48.26905898464781,11.67012322362666
5407.02.710E,48.26912381057946,11.670036782638476
5407.02.710F,48.269146667903044,11.670097509675259
5407.02.710G,48.269127404847296,11.670124845205692
5407.02.710H,48.269121501449206,11.670203938361539
5410.01.020,48.269016280618416,11.670606318420738
5414.EG.001,48.267487,11.66834
5414.EG.003,48.26748730805014,11.668340402841157
5433.02.001,48.26783022328533,11.665689050353222
5501.01.128,48.265118,11.670095
5501.01.129,48.26515677926386,11.670086052585958
5501.01.134,48.26553454715366,11.67004370643869
5501.01.150,48.265516,11.669873
5501.02.114,48.264875150168905,11.670257658651453
5501.02.133,48.26523303707148,11.67007919287866
5501.02.150,48.265516,11.669873
5501.03.102,48.26547083811852,11.670403989574822
5501.03.104M,48.265376950431744,11.670214721492613
5501.03.105,48.26530772189278,11.670358866117027
5501.03.126,48.26510198320116,11.670153030685526
5501.EG.101,48.265519199524704,11.67041104571183
5501.EG.102,48.265413,11.670381
5501.EG.102A,48.26537,11.670371
5501.EG.102M,48.265431,11.67029
5501.EG.102N,48.265433,11.670266
5501.EG.102O,48.265383,11.670277
5501.EG.102P,48.265383,11.670255
5501.EG.102Q,48.265406,11.670285
5501.EG.103,48.265331,11.67036
5501.EG.103M,48.265433,11.670237
5501.EG.103N,48.265383,11.670234
5501.EG.104,48.265277,11.670344
5501.EG.104A,48.26524,11.670338
5501.EG.105,48.265199,11.670325
5501.EG.105M,48.265281,11.670196
5501.EG.106,48.26516,11.670314
5501.EG.106M,48.265163,11.670188
5501.EG.107,48.265127,11.670304
5501.EG.107M,48.265119,11.670186
5501.EG.108,48.265077,11.670293
5501.EG.108M,48.265085,11.670186
5501.EG.109,48.265026,11.670277
5501.EG.110,48.264986,11.670269
5501.EG.125,48.265006,11.6701
5501.EG.126,48.265049,11.670092
5501.EG.127,48.265092,11.670086
5501.EG.128,48.265135,11.670078
5501.EG.129,48.265179,11.670073
5501.EG.130,48.265222,11.670068
5501.EG.130N,48.265317,11.670196
5501.EG.131,48.265261,11.670062
5501.EG.132,48.265295,11.670057
5501.EG.133,48.265327,11.670054
5501.EG.134,48.265359,11.670049
5501.EG.135,48.265392,11.670044
5501.EG.136,48.265429,11.670038
5501.EG.137,48.265518,11.670044
5501.EG.150,48.265516,11.669873
5501.EG.151,48.265586,11.669869
5501.EG.161,48.26489241250152,11.670030219717605
5501.EG.162,48.26489985059894,11.669985446003151
5501.EG.198A,48.265557768935395,11.670427725386986
5501.EG.198C,48.265408,11.670234
5501.EG.199A,48.265546402172376,11.670227349073699
5501.EG.199D,48.265409,11.670162
5501.EG.199N,48.265515,11.669977
5501.EG.199S,48.265539,11.669778
5502.01.206,48.26595790817433,11.669751341915628
5502.01.237,48.265877484634245,11.670006584056466
5502.01.250,48.265752,11.669468
5502.01.264,48.266231474390054,11.670187964394556
5502.02.201,48.26578496768079,11.669702507385807
5502.02.235,48.265763,11.670004
5502.02.250,48.265752,11.669468
5502.03.237,48.2657558206034,11.670003667884744
5502.EG.201,48.265767,11.669691
5502.EG.202,48.265804,11.669685
5502.EG.203,48.265831,11.669691
5502.EG.203M,48.265849,11.669837
5502.EG.203N,48.265899,11.669841
5502.EG.203P,48.265899,11.669833
5502.EG.203Q,48.265847,11.669817
5502.EG.204,48.265863,11.669696
5502.EG.205,48.265895,11.669706
5502.EG.206,48.265929,11.669731
5502.EG.207,48.265963,11.669742
5502.EG.208,48.265998,11.669749
5502.EG.208M,48.265991,11.669857
5502.EG.209,48.266045,11.66976
5502.EG.209M,48.266045,11.669881
5502.EG.210,48.266084,11.669774
5502.EG.210M,48.266068,11.669881
5502.EG.211,48.266139,11.669784
5502.EG.225,48.266148,11.669967
5502.EG.226,48.266109,11.669972
5502.EG.227,48.266079,11.669975
5502.EG.228,48.266047,11.669983
5502.EG.228M,48.266018,11.669902
5502.EG.228N,48.266023,11.669862
5502.EG.229,48.266007,11.669985
5502.EG.229N,48.265986,11.669902
5502.EG.230,48.265968,11.669994
5502.EG.231,48.265934,11.669999
5502.EG.232,48.265897,11.670004
5502.EG.233,48.265852,11.67001
5502.EG.234,48.265763,11.670004
5502.EG.250,48.265752,11.669468
5502.EG.250A,48.265793,11.669492
5502.EG.250B,48.265798,11.669442
5502.EG.298C,48.265874,11.669833
5502.EG.299D,48.265872,11.66991
5502.EG.299E,48.265707,11.669937
5502.U1.234M,48.26588647102977,11.669872327213966
5503.01.301,48.265528828090766,11.669595430782095
5503.01.304,48.26535212984635,11.669535964845494
5503.01.350,48.265552,11.669118
5503.02.350,48.265552,11.669118
5503.EG.301A,48.265566,11.669597
5503.EG.301B,48.265561,11.669638
5503.EG.301C,48.26553,11.669651
5503.EG.301D,48.265502,11.669616
5503.EG.301E,48.265502,11.669592
5503.EG.301F,48.265602,11.66964
5503.EG.302,48.265436,11.6696
5503.EG.302M,48.265432,11.669498
5503.EG.303,48.265361,11.669579
5503.EG.303N,48.265355,11.669483
5503.EG.303O,48.265348,11.669455
5503.EG.303P,48.265354,11.669412
5503.EG.303Q,48.265409,11.669471
5503.EG.303R,48.265411,11.669447
5503.EG.303S,48.265459,11.66945
5503.EG.303T,48.265459,11.669479
5503.EG.304,48.265296,11.669565
5503.EG.304M,48.265342,11.669481
5503.EG.304N,48.265305,11.669423
5503.EG.305,48.265196,11.669541
5503.EG.305M,48.265252,11.66942
5503.EG.306,48.265097,11.669511
5503.EG.306M,48.265207,11.669418
5503.EG.306N,48.265173,11.669418
5503.EG.325,48.2651,11.669332
5503.EG.326,48.265145,11.669327
5503.EG.327,48.265177,11.669321
5503.EG.328,48.265209,11.669319
5503.EG.329,48.265241,11.66931
5503.EG.330,48.265275,11.669305
5503.EG.331,48.265309,11.669302
5503.EG.332,48.265339,11.669297
5503.EG.333,48.265368,11.669294
5503.EG.334,48.265389,11.669289
5503.EG.335,48.265418,11.669286
5503.EG.336,48.265455,11.669281
5503.EG.337,48.265539,11.669283
5503.EG.350,48.265552,11.669118
5503.EG.398C,48.265434,11.669447
5503.EG.399D,48.265436,11.66938
5503.EG.399N,48.265536,11.669219
5504.01.404M,48.26598260651417,11.669126728211836
5504.01.442,48.26574813661671,11.669270916510811
5504.01.450,48.265806,11.668689
5504.02.401,48.26576544434431,11.6689044159707
5504.02.407,48.265955329368126,11.668989160620924
5504.02.408,48.266007661817355,11.668973503385246
5504.02.413,48.26635218018001,11.669071330623352
5504.02.450,48.265806,11.668689
5504.02.452,48.26581307886647,11.668800322561452
5504.03.414,48.26620749818253,11.669035755808352
5504.EG.401A,48.26577,11.668931
5504.EG.401B,48.265799,11.668877
5504.EG.401C,48.265822,11.668939
5504.EG.401D,48.26583,11.668917
5504.EG.401E,48.265765,11.668899
5504.EG.402,48.265917,11.668935
5504.EG.402M,48.265897,11.66903
5504.EG.403,48.266059,11.668977
5504.EG.403M,48.265873,11.669067
5504.EG.403N,48.265923,11.669081
5504.EG.403O,48.266038,11.66907
5504.EG.403P,48.265875,11.669049
5504.EG.403Q,48.26592,11.669059
5504.EG.403S,48.266005,11.669065
5504.EG.403T,48.266022,11.66907
5504.EG.404,48.266195,11.669006
5504.EG.425,48.266238,11.669199
5504.EG.426,48.266206,11.669204
5504.EG.427,48.266179,11.669207
5504.EG.427M,48.266159,11.669115
5504.EG.428,48.266145,11.669212
5504.EG.429,48.266109,11.669218
5504.EG.430,48.266077,11.669223
5504.EG.430M,48.266042,11.669126
5504.EG.431,48.266046,11.669226
5504.EG.432,48.26602,11.66923
5504.EG.433,48.265992,11.669234
5504.EG.434,48.265959,11.669239
5504.EG.435,48.265919,11.669246
5504.EG.436,48.265884,11.66925
5504.EG.437,48.265851,11.669255
5504.EG.438,48.265809,11.66926
5504.EG.439,48.265763,11.66927
5504.EG.450,48.265806,11.668689
5504.EG.498C,48.265897,11.669078
5504.EG.499D,48.265895,11.66915
5504.EG.499E,48.265728,11.66918
5504.EG.499K,48.265796,11.668928
5504.EG.499N,48.265801,11.668842
5504.EG.499Q,48.265816,11.668557
5504.U1.450,48.26581333113381,11.668713303231527
5505.01.501,48.26555143737818,11.66884114191862
5505.01.550,48.265562,11.668332
5505.02.501,48.26555325214787,11.668828919934557
5505.02.507M,48.265356506138744,11.66866907524306
5505.02.536,48.26550126779813,11.668530936410493
5505.02.537,48.26558746681851,11.668537808640082
5505.02.550,48.265562,11.668332
5505.03.502,48.2655716273413,11.6688568795758
5505.03.533,48.2655693848308,11.668540441521143
5505.EG.501,48.265553,11.668838
5505.EG.501A,48.265621,11.668857
5505.EG.502,48.265498,11.668844
5505.EG.503,48.265466,11.668833
5505.EG.503M,48.265483,11.668691
5505.EG.503N,48.265433,11.668691
5505.EG.503P,48.265483,11.668707
5505.EG.503Q,48.265433,11.668701
5505.EG.504,48.265433,11.668825
5505.EG.505A,48.265385,11.668795
5505.EG.505M,48.26538,11.668659
5505.EG.506,48.265339,11.668782
5505.EG.506M,48.265314,11.668637
5505.EG.507,48.265307,11.668771
5505.EG.508,48.265278,11.668768
5505.EG.509,48.265251,11.668763
5505.EG.509M,48.265264,11.668648
5505.EG.510,48.265194,11.66875
5505.EG.525,48.265187,11.668567
5505.EG.526,48.265219,11.668562
5505.EG.527,48.265246,11.668559
5505.EG.528,48.265278,11.668554
5505.EG.529A,48.26531,11.668551
5505.EG.530,48.265385,11.668538
5505.EG.531,48.265435,11.66853
5505.EG.532,48.265478,11.668525
5505.EG.533A,48.265562,11.66853
5505.EG.550,48.265562,11.668332
5505.EG.550A,48.265626,11.668299
5505.EG.598C,48.265457,11.668691
5505.EG.599E,48.26546,11.668624
5505.EG.599N,48.265562,11.668463
5505.U1.550,48.26556695497064,11.668336395618496
5506.01.627,48.26631537847999,11.668453354663257
5506.01.628,48.26626184691719,11.66844799348732
5506.01.629,48.26616497790749,11.668450912717418
5506.01.639,48.265922944165766,11.668488192689779
5506.01.676A,48.26648532486605,11.668102868852557
5506.01.676B,48.26649691644238,11.668099763739376
5506.02.608,48.266047253032895,11.668210964702295
5506.02.621,48.266456734115536,11.668302140776689
5506.03.618,48.266430538130976,11.668311542516562
5506.03.638,48.265959451119954,11.66849133478891
5506.03.643,48.26590823389347,11.66844192978428
5506.EG.601,48.26583,11.668129
5506.EG.601A,48.265773,11.66811
5506.EG.602,48.265874,11.66812
5506.EG.603,48.265915,11.668132
5506.EG.603M,48.265896,11.668294
5506.EG.603N,48.265946,11.668296
5506.EG.603O,48.265945,11.668273
5506.EG.603P,48.265895,11.668269
5506.EG.604,48.265947,11.668142
5506.EG.605,48.265994,11.668169
5506.EG.606,48.266051,11.668185
5506.EG.606M,48.266037,11.668332
5506.EG.607,48.266094,11.668196
5506.EG.608,48.266129,11.668206
5506.EG.608M,48.26611,11.66834
5506.EG.609,48.266165,11.668214
5506.EG.610,48.26621,11.668228
5506.EG.611,48.266252,11.668238
5506.EG.611M,48.266246,11.668346
5506.EG.612,48.266295,11.668246
5506.EG.613,48.26634,11.66826
5506.EG.625,48.266326,11.668429
5506.EG.626,48.266286,11.668434
5506.EG.627,48.266244,11.668439
5506.EG.628,48.266201,11.668445
5506.EG.628M,48.266201,11.668346
5506.EG.629,48.266167,11.66845
5506.EG.630,48.266135,11.668458
5506.EG.631,48.266094,11.668464
5506.EG.632,48.266042,11.668472
5506.EG.633,48.265992,11.668477
5506.EG.634,48.265946,11.668485
5506.EG.635,48.265887,11.668496
5506.EG.636,48.265806,11.668491
5506.EG.690C,48.266833,11.668417
5506.EG.698C,48.26592,11.668298
5506.EG.699D,48.265921,11.668391
5506.U1.628,48.266234704119825,11.668456238934652
5506.U1.632,48.26591472576206,11.668499226160437
5507.01.701,48.2656378468497,11.668068239879801
5507.01.726,48.2652619217254,11.667819241833795
5507.02.701M,48.26539361060878,11.668355427101687
5507.02.705,48.265410667435305,11.668030947002137
5507.EG.701A,48.265634,11.66804
5507.EG.701C,48.265601,11.668084
