room_key,address_place,address_street,address_zip_code,seats_sitting,seats_wheelchair,seats_standing,floor_type,floor_level,tumonline_id,area_id,building_id,main_operator_id,usage_id,alt_name,arch_name,calendar_resource_nr,patched
0101.01.101,München,Theresienstr. 90,80333,,,,Linoleum,1.OG,39289,27,561,19691,222,"N1101, Flur",N1101@0101,,false
0101.01.101A,München,Theresienstr. 90,80333,,,,Linoleum,1.OG,69428,27,561,19691,223,"N1101A, Treppe",N1101A@0101,,false
0101.01.102,München,Theresienstr. 90,80333,,,,Kunststoff,1.OG,39294,27,561,19691,222,"N1102, Flur",N1102@0101,,false
0101.01.103,München,Theresienstr. 90,80333,,,,Kunststoff,1.OG,39298,27,561,19691,222,"N1103, Flur",N1103@0101,,false
0101.01.103A,München,Theresienstr. 90,80333,,,,Kunststoff,1.OG,69393,27,561,19691,222,"N1103A, Flur",N1103A@0101,,false
0101.01.103B,München,Theresienstr. 90,80333,,,,Kunststoff,1.OG,69436,27,561,19691,222,"N1103B, Flur",N1103B@0101,,false
0101.01.104,München,Theresienstr. 90,80333,,,,Kunststoff,1.OG,39301,27,561,19691,222,"N1104, Flur",N1104@0101,,false
0101.01.106,München,Theresienstr. 90,80333,,,,Kunststoff,1.OG,19229,27,561,45290,30,"N1106, Lager",N1106@0101,,false
0101.01.107,München,Theresienstr. 90,80333,,,,Kunststoff,1.OG,39312,27,561,15392,30,"N1107, Lager",N1107@0101,,false
0101.01.107A,München,Theresienstr. 90,80333,,,,Kunststoff,1.OG,39319,27,561,51897,2,"N1107A, Registratur u. Archiv",N1107A@0101,,false
0101.01.107B,München,Theresienstr. 90,80333,,,,Kunststoff,1.OG,39322,27,561,47237,30,"N1107B, Lager",N1107B@0101,,false
0101.01.108,München,Theresienstr. 90,80333,,,,Kunststoff,1.OG,39327,27,561,55298,30,"N1108, Lager Medientechnik",N1108@0101,,false
0101.01.110A,München,Theresienstr. 90,80333,24,,,Linoleum,1.OG,7771,27,561,15396,211,"N1110A, Elektronikpraktikum",N1110A@0101,15047,false
0101.01.110B,München,Theresienstr. 90,80333,8,,,Linoleum,1.OG,7775,27,561,15396,208,"N1110B, Studentenarbeitsraum",N1110B@0101,18732,false
0101.01.110C,München,Theresienstr. 90,80333,,,,Linoleum,1.OG,19332,27,561,51897,12,"N1110C, Hutzimmer",N1110C@0101,,false
0101.01.110D,München,Theresienstr. 90,80333,,,,Linoleum,1.OG,7778,27,561,43787,12,"N1110D, Büro",N1110D@0101,,false
0101.01.110E,München,Theresienstr. 90,80333,,,,Linoleum,1.OG,19338,27,561,51897,12,"N1110E, Hutzimmer",N1110E@0101,,false
0101.01.110F,München,Theresienstr. 90,80333,,,,Linoleum,1.OG,19374,27,561,15367,211,"N1110F, Praktikum",N1110F@0101,28312,false
0101.01.111,München,Theresienstr. 90,80333,,,,Linoleum,1.OG,7894,27,561,15396,12,"N1111, Büro",N1111@0101,,false
0101.01.112,München,Theresienstr. 90,80333,,,,Linoleum,1.OG,7895,27,561,15396,12,"N1112, Büro",N1112@0101,,false
0101.01.113,München,Theresienstr. 90,80333,,,,Linoleum,1.OG,7896,27,561,15396,12,"N1113, Büro",N1113@0101,,false
0101.01.114,München,Theresienstr. 90,80333,9,,,Linoleum,1.OG,7898,27,561,15396,208,"N1114, Studentenarbeitsplatz mit DV",N1114@0101,,false
0101.01.115,München,Theresienstr. 90,80333,,,,Linoleum,1.OG,61792,27,561,15396,208,"N1115, Studentenarbeitsraum",N1115@0101,,false
0101.01.116,München,Theresienstr. 90,80333,,,,Linoleum,1.OG,61793,27,561,15396,110,"N1116, Drucker",N1116@0101,,false
0101.01.117,München,Theresienstr. 90,80333,,,,Linoleum,1.OG,61794,27,561,15396,12,"N1117, Büro",N1117@0101,,false
0101.01.118,München,Theresienstr. 90,80333,,,,Linoleum,1.OG,61795,27,561,15396,12,"N1118, Büro",N1118@0101,,false
0101.01.120,München,Theresienstr. 90,80333,,,,Linoleum,1.OG,7905,27,561,15396,12,"N1120, Büro",N1120@0101,,false
0101.01.121,München,Theresienstr. 90,80333,,,,Spannteppich,1.OG,14370,27,561,15396,12,"N1121, Büro",N1121@0101,,false
0101.01.122,München,Theresienstr. 90,80333,,,,Spannteppich,1.OG,7912,27,561,15396,12,"N1122, Büro",N1122@0101,,false
0101.01.124A,München,Theresienstr. 90,80333,2,,,Spannteppich,1.OG,7914,27,561,15396,12,"N1124A, Büro",N1124A@0101,29293,false
0101.01.124B,München,Theresienstr. 90,80333,2,,,Linoleum,1.OG,19461,27,561,15396,12,"N1124B, Büro",N1124B@0101,,false
0101.01.125A,München,Theresienstr. 90,80333,,,,Linoleum,1.OG,7920,27,561,15396,12,"N1125A, Büro",N1125A@0101,,false
0101.01.125B,München,Theresienstr. 90,80333,,,,Linoleum,1.OG,7921,27,561,15396,12,"N1125B, Büro",N1125B@0101,,false
0101.01.127,München,Theresienstr. 90,80333,,,,Linoleum,1.OG,7923,27,561,15396,12,"N1127, Büro",N1127@0101,,false
0101.01.128,München,Theresienstr. 90,80333,,,,Linoleum,1.OG,7925,27,561,15396,12,"N1128, Büro",N1128@0101,,false
0101.01.129,München,Theresienstr. 90,80333,3,,,Linoleum,1.OG,7928,27,561,14934,12,"N1129, Büro",N1129@0101,,false
0101.01.130,München,Theresienstr. 90,80333,3,,,Linoleum,1.OG,7929,27,561,14934,12,"N1130, Büro",N1130@0101,,false
0101.01.131,München,Theresienstr. 90,80333,3,,,Linoleum,1.OG,7930,27,561,14934,12,"N1131, Büro",N1131@0101,,false
0101.01.135,München,Theresienstr. 90,80333,45,,,Linoleum,1.OG,7931,27,561,53600,41,"N1135, Seminarraum",N1135@0101,15064,false
0101.01.136,München,Theresienstr. 90,80333,,,,Linoleum,1.OG,19510,27,561,54183,44,"N1136, Sozialraum",N1136@0101,34652,false
0101.01.136A,München,Theresienstr. 90,80333,,,,Linoleum,1.OG,67277,27,561,54183,198,"N1136A, Teeküche",N1136A@0101,,false
0101.01.137,München,Theresienstr. 90,80333,,,,Linoleum,1.OG,7932,27,561,54183,12,"N1137, Büro",N1137@0101,,false
0101.01.137A,München,Theresienstr. 90,80333,,,,Linoleum,1.OG,67278,27,561,51897,222,"N1137A, Flur",N1137A@0101,,false
0101.01.138,München,Theresienstr. 90,80333,,,,Linoleum,1.OG,7945,27,561,52079,12,"N1138, Büro",N1138@0101,,false
0101.01.139,München,Theresienstr. 90,80333,,,,Parkett (versiegelt),1.OG,7950,27,561,54183,12,"N1139, Büro",N1139@0101,,false
0101.01.140,München,Theresienstr. 90,80333,,,,Linoleum,1.OG,7955,27,561,54183,12,"N1140, Büro",N1140@0101,,false
0101.01.144,München,Theresienstr. 90,80333,1,,,Spannteppich,1.OG,7957,27,561,14935,12,"N1144, Büro",N1144@0101,,false
0101.01.145,München,Theresienstr. 90,80333,1,,,Spannteppich,1.OG,7863,27,561,14935,12,"N1145, Sekretariat mit Materialausgabe",N1145@0101,,false
0101.01.146,München,Theresienstr. 90,80333,1,,,Spannteppich,1.OG,39419,27,561,14935,198,"N1146, Teeküche",N1146@0101,,false
0101.01.147,München,Theresienstr. 90,80333,9,,,Spannteppich,1.OG,39422,27,561,14935,196,"N1147, Besprechungsraum/Büro mit Archiv",N1147@0101,20240,false
0101.01.148,München,Theresienstr. 90,80333,1,,,Spannteppich,1.OG,7872,27,561,14935,12,"N1148, Büro",N1148@0101,,false
0101.01.149,München,Theresienstr. 90,80333,1,,,Spannteppich,1.OG,18935,27,561,14935,12,"N1149, Büro",N1149@0101,,false
0101.01.150,München,Theresienstr. 90,80333,1,,,Spannteppich,1.OG,8006,27,561,14935,12,"N1150, Büro",N1150@0101,19935,false
0101.01.151,München,Theresienstr. 90,80333,1,,,Spannteppich,1.OG,19257,27,561,14935,12,"N1151, Büro",N1151@0101,,false
0101.01.152,München,Theresienstr. 90,80333,2,,,Spannteppich,1.OG,19302,27,561,14935,12,"N1152, Büro",N1152@0101,,false
0101.01.153,München,Theresienstr. 90,80333,4,,,Spannteppich,1.OG,39579,27,561,14935,12,"N1153, Büro",N1153@0101,,false
0101.01.155,München,Theresienstr. 90,80333,,,,Spannteppich,1.OG,39589,27,561,14935,12,"N1155, Emeritus",N1155@0101,,false
0101.01.156,München,Theresienstr. 90,80333,,,,Linoleum,1.OG,8049,27,561,14934,12,"N1156, Büro",N1156@0101,,false
0101.01.160,München,Theresienstr. 90,80333,56,,,Linoleum,1.OG,8051,27,561,51267,55,"N1160, Zeichensaal mit Arbeitsplätzen",N1160@0101,15073,false
0101.01.160A,München,Theresienstr. 90,80333,,,,Linoleum,1.OG,39497,27,561,51267,30,"N1160A, Lager",N1160A@0101,,false
0101.01.170,München,Theresienstr. 90,80333,,,,Fliesen,1.OG,39502,27,561,19691,116,"N1170, WC-Damen",N1170@0101,,false
0101.01.170A,München,Theresienstr. 90,80333,,,,Fliesen,1.OG,69435,27,561,19691,118,"N1170A, WC-Vorraum Damen",N1170A@0101,,false
0101.01.173,München,Theresienstr. 90,80333,,,,Fliesen,1.OG,39522,27,561,19691,115,"N1173, WC-Herren",N1173@0101,,false
0101.01.173A,München,Theresienstr. 90,80333,,,,Linoleum,1.OG,39525,27,561,19691,223,"N1173A, Treppe",N1173A@0101,,false
0101.01.173B,München,Theresienstr. 90,80333,,,,Linoleum,1.OG,69427,27,561,19691,223,"N1173B, Treppe",N1173B@0101,,false
0101.01.173C,München,Theresienstr. 90,80333,,,,Fliesen,1.OG,69437,27,561,19691,118,"N1173C, WC-Vorraum Herren",N1173C@0101,,false
0101.01.173D,München,Theresienstr. 90,80333,,,,Fliesen,1.OG,69400,27,561,19691,116,"N1173D, WC-Damen",N1173D@0101,,false
0101.01.195,München,Theresienstr. 90,80333,,,,Linoleum,1.OG,39664,27,561,14935,10,"N1195, Bibliothek",N1195@0101,,false
0101.01.195A,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.OG,39667,27,561,39906,120,"N1195A, LRZ-Verteilerknoten",N1195A@0101,,false
0101.01.195B,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.OG,69438,27,561,19691,120,"N1195B, Installationsschacht",N1195B@0101,,false
0101.01.196,München,Theresienstr. 90,80333,,,,Kunststoff,1.OG,39670,27,561,19691,222,"N1196, Flur",N1196@0101,,false
0101.01.197,München,Theresienstr. 90,80333,,,,Kunststoff,1.OG,39707,27,561,19691,222,"N1197, Flur",N1197@0101,,false
0101.01.198,München,Theresienstr. 90,80333,,,,Kunststoff,1.OG,39709,27,561,19691,222,"N1198, Flur",N1198@0101,,false
0101.01.199,München,Theresienstr. 90,80333,,,,Kunststoff,1.OG,18959,27,561,19691,222,"N1199, N1 1.OG, Foyer",N1199@0101,17983,false
0101.01.199A,München,Theresienstr. 90,80333,,,,Kunststoff,1.OG,65632,27,561,19691,208,"N1199A, N1 1.OG, Studentische Arbeitsplätze",N1199A@0101,,false
0101.01.199B,München,Theresienstr. 90,80333,,,,Kunststoff,1.OG,69394,27,561,19691,223,"N1199B, Treppe",N1199B@0101,,false
0101.01.199C,München,Theresienstr. 90,80333,,,,Kunststoff,1.OG,69397,27,561,19691,223,"N1199C, Treppe",N1199C@0101,,false
0101.01.199D,München,Theresienstr. 90,80333,,,,Kunststoff,1.OG,69395,27,561,19691,223,"N1199D, Treppe",N1199D@0101,,false
0101.01.199E,München,Theresienstr. 90,80333,,,,Kunststoff,1.OG,69399,27,561,19691,223,"N1199E, Treppe",N1199E@0101,,false
0101.01.199F,München,Theresienstr. 90,80333,,,,Kunststoff,1.OG,69396,27,561,19691,223,"N1199F, Treppe",N1199F@0101,,false
0101.01.199G,München,Theresienstr. 90,80333,,,,Kunststoff,1.OG,69398,27,561,19691,223,"N1199G, Treppe",N1199G@0101,,false
0101.02.100,München,Theresienstr. 90,80333,,,,Kunststoff,2.OG,18961,27,561,19691,222,"N2100, N1 2.OG, Foyer",N2100@0101,17985,false
0101.02.100A,München,Theresienstr. 90,80333,,,,Kunststoff,2.OG,65162,27,561,19691,208,"N2100A, Studentenarbeitsplätze",N2100A@0101,,false
0101.02.101,München,Theresienstr. 90,80333,2,,,PVC,2.OG,8134,27,561,15392,12,"N2101, Büro",N2101@0101,19075,false
0101.02.102,München,Theresienstr. 90,80333,18,,,Linoleum,2.OG,8137,27,561,19660,211,"N2102, El-Praktikum",N2102@0101,15079,false
0101.02.103,München,Theresienstr. 90,80333,24,,,PVC,2.OG,8065,27,561,53600,208,"N2103, Studentenarbeitsplatz mit DV",N2103@0101,26931,false
0101.02.104,München,Theresienstr. 90,80333,1,,,PVC,2.OG,8067,27,561,15392,12,"N2104, Büro",N2104@0101,,false
0101.02.105,München,Theresienstr. 90,80333,1,,,Spannteppich,2.OG,8071,27,561,15392,12,"N2105, Büro",N2105@0101,,false
0101.02.110,München,Theresienstr. 90,80333,,,,PVC,2.OG,14145,27,561,15392,12,"N2110, Büro",N2110@0101,,false
0101.02.111,München,Theresienstr. 90,80333,1,,,PVC,2.OG,39766,27,561,55298,12,"N2111, Hausmeister",N2111@0101,,false
0101.02.112,München,Theresienstr. 90,80333,12,,,Linoleum,2.OG,14148,27,561,15392,208,"N2112, Studentenarbeitsraum",N2112@0101,,false
0101.02.114,München,Theresienstr. 90,80333,2,,,PVC,2.OG,8078,27,561,15392,12,"N2114, Büro",N2114@0101,,false
0101.02.115,München,Theresienstr. 90,80333,2,,,Spannteppich,2.OG,8079,27,561,15392,12,"N2115, Büro",N2115@0101,,false
0101.02.116,München,Theresienstr. 90,80333,2,,,Spannteppich,2.OG,8080,27,561,15392,12,"N2116, Büro",N2116@0101,,false
0101.02.117,München,Theresienstr. 90,80333,2,,,PVC,2.OG,8083,27,561,15392,12,"N2117, Büro",N2117@0101,,false
0101.02.118,München,Theresienstr. 90,80333,1,,,PVC,2.OG,39876,27,561,15392,12,"N2118, Büro",N2118@0101,,false
0101.02.119,München,Theresienstr. 90,80333,1,,,PVC,2.OG,8162,27,561,15392,12,"N2119, Büro",N2119@0101,,false
0101.02.120,München,Theresienstr. 90,80333,2,,,Spannteppich,2.OG,8164,27,561,15392,12,"N2120, Büro",N2120@0101,,false
0101.02.121,München,Theresienstr. 90,80333,1,,,Spannteppich,2.OG,8166,27,561,15392,12,"N2121, Büro",N2121@0101,,false
0101.02.122,München,Theresienstr. 90,80333,10,,,Spannteppich,2.OG,8170,27,561,15392,196,"N2122, Besprechungsraum",N2122@0101,,false
0101.02.123,München,Theresienstr. 90,80333,1,,,Linoleum,2.OG,8189,27,561,15392,110,"N2123, Kopier-u. Schneiderraum",N2123@0101,,false
0101.02.124,München,Theresienstr. 90,80333,1,,,Spannteppich,2.OG,8193,27,561,15392,12,"N2124, Büro",N2124@0101,,false
0101.02.127,München,Theresienstr. 90,80333,,,,Linoleum,2.OG,39903,27,561,15392,44,"N2127, Aufenthaltsraum/Küche",N2127@0101,,false
0101.02.128,München,Theresienstr. 90,80333,23,,,Spannteppich,2.OG,19317,27,561,15392,41,"N2128, Seminarraum",N2128@0101,21543,false
0101.02.133,München,Theresienstr. 90,80333,12,,,Spannteppich,2.OG,8205,27,561,15392,196,"N2133, Besprechungsraum",N2133@0101,15085,false
0101.02.134,München,Theresienstr. 90,80333,6,,,Linoleum,2.OG,62720,27,561,15392,211,"N2134, Praktikumsraum",N2134@0101,,false
0101.02.135,München,Theresienstr. 90,80333,18,,,Linoleum,2.OG,8209,27,561,15392,213,"N2135, Cip-Pool",N2135@0101,29472,false
0101.02.136,München,Theresienstr. 90,80333,1,,,Linoleum,2.OG,8211,27,561,15392,12,"N2136, Büro",N2136@0101,,false
0101.02.137,München,Theresienstr. 90,80333,4,,,Linoleum,2.OG,8213,27,561,15392,12,"N2137, Büro",N2137@0101,,false
0101.02.138,München,Theresienstr. 90,80333,3,,,Linoleum,2.OG,8216,27,561,15392,12,"N2138, Büro",N2138@0101,,false
0101.02.139,München,Theresienstr. 90,80333,6,,,Linoleum,2.OG,8219,27,561,15392,12,"N2139, Büro",N2139@0101,,false
0101.02.140,München,Theresienstr. 90,80333,2,,,Linoleum,2.OG,8226,27,561,52079,12,"N2140, Büro",N2140@0101,,false
0101.02.141,München,Theresienstr. 90,80333,2,,,Linoleum,2.OG,8228,27,561,54184,12,"N2141, Büro",N2141@0101,,false
0101.02.142,München,Theresienstr. 90,80333,3,,,Linoleum,2.OG,8230,27,561,52079,12,"N2142, Dekan",N2142@0101,,false
0101.02.143,München,Theresienstr. 90,80333,2,,,Linoleum,2.OG,8232,27,561,52079,12,"N2143, Dekanat",N2143@0101,,false
0101.02.144,München,Theresienstr. 90,80333,,,,Linoleum,2.OG,39820,27,561,52079,198,"N2144, Teeküche",N2144@0101,,false
0101.02.145,München,Theresienstr. 90,80333,,,,Linoleum,2.OG,19411,27,561,54184,12,"N2145, Graduate Center CIT",N2145@0101,,false
0101.02.146,München,Theresienstr. 90,80333,,,,Linoleum,2.OG,19449,27,561,54178,12,"N2146, Büro",N2146@0101,33612,false
0101.02.147,München,Theresienstr. 90,80333,2,,,Linoleum,2.OG,14390,27,561,52079,12,"N2147, Student Exchange Coordinator",N2147@0101,,false
0101.02.148,München,Theresienstr. 90,80333,,,,Linoleum,2.OG,39834,27,561,54184,12,"N2148, Leitung Academic and Student Affairs",N2148@0101,,false
0101.02.148A,München,Theresienstr. 90,80333,,,,Linoleum,2.OG,69431,27,561,54178,110,"N2148A, Vervielfältigungsraum",N2148A@0101,,false
0101.02.149,München,Theresienstr. 90,80333,1,,,Linoleum,2.OG,14393,27,561,54184,12,"N2149, Academic and Student Affairs",N2149@0101,,false
0101.02.150,München,Theresienstr. 90,80333,2,,,Linoleum,2.OG,19456,27,561,54184,12,"N2150, Academic and Student Affairs",N2150@0101,,false
0101.02.150A,München,Theresienstr. 90,80333,,,,Linoleum,2.OG,69430,27,561,54184,12,"N2150A, Academic and Student Affairs",N2150A@0101,,false
0101.02.151,München,Theresienstr. 90,80333,1,,,Linoleum,2.OG,14395,27,561,52079,196,"N2151, Kommunikation",N2151@0101,,false
0101.02.155,München,Theresienstr. 90,80333,,,,Parkett (versiegelt),2.OG,39803,27,561,30361,12,"N2155, Büro",N2155@0101,,false
0101.02.157,München,Theresienstr. 90,80333,5,,,PVC,2.OG,39809,27,561,30361,135,"N2157, Cip-Raum",N2157@0101,,false
0101.02.159,München,Theresienstr. 90,80333,32,,,Linoleum,2.OG,8180,27,561,15376,211,"N2159, Elektronikpraktikum",N2159@0101,15082,false
0101.02.160,München,Theresienstr. 90,80333,20,,,Linoleum,2.OG,8183,27,561,51537,12,"N2160, Büro",N2160@0101,19000,false
0101.02.161,München,Theresienstr. 90,80333,20,,,Linoleum,2.OG,8184,27,561,51537,12,"N2161, Büro",N2161@0101,18483,false
0101.02.171,München,Theresienstr. 90,80333,,,,Linoleum,2.OG,41391,27,561,19691,223,"N2171, Treppe",N2171@0101,,false
0101.02.171A,München,Theresienstr. 90,80333,,,,Linoleum,2.OG,69432,27,561,19691,223,"N2171A, Treppe",N2171A@0101,,false
0101.02.175,München,Theresienstr. 90,80333,,,,Fliesen,2.OG,41405,27,561,19691,115,"N2175, WC-Herren",N2175@0101,,false
0101.02.175A,München,Theresienstr. 90,80333,,,,Fliesen,2.OG,69442,27,561,19691,118,"N2175A, WC-Vorraum Herren",N2175A@0101,,false
0101.02.178,München,Theresienstr. 90,80333,,,,Estrich (Beton),2.OG,41465,27,561,19691,30,"N2178, Lager",N2178@0101,,false
0101.02.179,München,Theresienstr. 90,80333,308,,,Kunststoff,2.OG,8104,27,561,19691,20,"N 1179, Wilhelm-Nusselt-Hörsaal",N1179@0101,12514,false
0101.02.179A,München,Theresienstr. 90,80333,,,,PVC,2.OG,19587,27,561,55298,153,"N2179A, Regieraum, Hörsaal-Technik",N2179A@0101,,false
0101.02.184,München,Theresienstr. 90,80333,,,,Estrich (Beton),2.OG,41474,27,561,19691,32,"N2184, Lüftung",N2184@0101,,false
0101.02.186,München,Theresienstr. 90,80333,,,,Estrich (Beton),2.OG,41477,27,561,19691,32,"N2186, Lüftung",N2186@0101,,false
0101.02.186A,München,Theresienstr. 90,80333,,,,Estrich (Beton),2.OG,69439,27,561,55298,32,"N2186A, Raumlufttechnische Anlage",N2186A@0101,,false
0101.02.189,München,Theresienstr. 90,80333,308,,,Kunststoff,2.OG,8106,27,561,19691,20,"N 1189, Hans-Piloty-Hörsaal",N1189@0101,12513,false
0101.02.189A,München,Theresienstr. 90,80333,,,,PVC,2.OG,19596,27,561,55298,153,"N2189A, Regieraum, Hörsaal-Technik",N2189A@0101,,false
0101.02.190,München,Theresienstr. 90,80333,420,,,Kunststoff,2.OG,8108,27,561,19691,20,"N 1190, Hans-Heinrich-Meinke-Hörsaal",N1190@0101,12506,false
0101.02.190A,München,Theresienstr. 90,80333,,,,PVC,2.OG,14249,27,561,55298,153,"N2190A, Regieraum, Hörsaal-Technik",N2190A@0101,,false
0101.02.190C,München,Theresienstr. 90,80333,,,,PVC,2.OG,69440,27,561,19691,153,"N2190C, Regieraum",N2190C@0101,,false
0101.02.190D,München,Theresienstr. 90,80333,,,,PVC,2.OG,69429,27,561,19691,153,"N2190D, Regieraum",N2190D@0101,,false
0101.02.191,München,Theresienstr. 90,80333,,,,Estrich (Beton),2.OG,41535,27,561,19691,32,"N2191, Lüftung",N2191@0101,,false
0101.02.192,München,Theresienstr. 90,80333,,,,Estrich (Beton),2.OG,41540,27,561,19691,32,"N2192, Kältemaschine",N2192@0101,,false
0101.02.194,München,Theresienstr. 90,80333,,,,Fliesen,2.OG,41549,27,561,19691,116,"N2194, WC-Damen",N2194@0101,,false
0101.02.195,München,Theresienstr. 90,80333,,,,Linoleum,2.OG,41615,27,561,19691,223,"N2195, Treppe",N2195@0101,,false
0101.02.195A,München,Theresienstr. 90,80333,,,,Linoleum,2.OG,41617,27,561,19691,223,"N2195A, Treppe",N2195A@0101,,false
0101.02.195B,München,Theresienstr. 90,80333,,,,Kunststoff,2.OG,69451,27,561,19691,222,"N2195B, Flur",N2195B@0101,,false
0101.02.195C,München,Theresienstr. 90,80333,,,,Kunststoff,2.OG,69450,27,561,19691,222,"N2195C, Flur",N2195C@0101,,false
0101.02.195D,München,Theresienstr. 90,80333,,,,Estrich (Beton),2.OG,69441,27,561,19691,222,"N2195D, Flur",N2195D@0101,,false
0101.02.196,München,Theresienstr. 90,80333,,,,Kunststoff,2.OG,41622,27,561,19691,222,"N2196, Flur",N2196@0101,,false
0101.02.196A,München,Theresienstr. 90,80333,,,,Estrich (Beton),2.OG,41629,27,561,19691,222,"N2196A, Flur",N2196A@0101,,false
0101.02.196B,München,Theresienstr. 90,80333,,,,Estrich (Beton),2.OG,69453,27,561,19691,222,"N2196B, Flur",N2196B@0101,,false
0101.02.196C,München,Theresienstr. 90,80333,,,,Estrich (Beton),2.OG,69452,27,561,19691,222,"N2196C, Flur",N2196C@0101,,false
0101.02.197,München,Theresienstr. 90,80333,,,,Kunststoff,2.OG,41695,27,561,19691,222,"N2197, Flur",N2197@0101,,false
0101.02.198,München,Theresienstr. 90,80333,,,,Linoleum,2.OG,41701,27,561,19691,222,"N2198, Flur",N2198@0101,,false
0101.02.199,München,Theresienstr. 90,80333,,,,PVC,2.OG,41706,27,561,19691,222,"N2199, Flur",N2199@0101,,false
0101.DG.101,München,Theresienstr. 90,80333,,,,Kunststoff,DG,41712,27,561,19691,223,"N3101, Treppe Ost/Dachgeschoss",N3101@0101,,false
0101.DG.102,München,Theresienstr. 90,80333,,,,Estrich (Beton),DG,41778,27,561,55298,5,"N3102, Aufzugsmaschinenraum",N3102@0101,,false
0101.DG.103,München,Theresienstr. 90,80333,,,,Estrich (Beton),DG,41783,27,561,55298,183,"N3103, Wasserversorgung Dachgeschoss Ost",N3103@0101,,false
0101.DG.104,München,Theresienstr. 90,80333,,,,Kunststoff,DG,41786,27,561,19691,223,"N3104, Treppe West Dachgeschoss",N3104@0101,,false
0101.DG.105,München,Theresienstr. 90,80333,,,,Estrich (Beton),DG,41791,27,561,55298,5,"N3105, Aufzugsmaschinenraum",N3105@0101,,false
0101.DG.996,München,Theresienstr. 90,80333,,,,Estrich (Beton),DG,69468,27,561,19691,218,Freiluftexperimentierfläche,@0101,,false
0101.DG.996A,München,Theresienstr. 90,80333,,,,Estrich (Beton),DG,69467,27,561,19691,218,Freiluftexperimentierfläche,@0101,,false
0101.EG.110,München,Theresienstr. 90,80333,,,,Stein,EG,14450,27,561,19691,222,"N0110, N1 EG, Foyer",N0110@0101,17982,false
0101.EG.110A,München,Theresienstr. 90,80333,,,,Kunststoff,EG,38596,27,561,19691,222,"N0110A, Flur",N0110A@0101,,false
0101.EG.110B,München,Theresienstr. 90,80333,,,,Kunststoff,EG,38607,27,561,19691,222,"N0110B, Flur",N0110B@0101,,false
0101.EG.110C,München,Theresienstr. 90,80333,,,,Kunststoff,EG,69404,27,561,19691,223,"N0110C, Treppe",N0110C@0101,,false
0101.EG.110D,München,Theresienstr. 90,80333,,,,Kunststoff,EG,69403,27,561,19691,223,"N0110D, Treppe",N0110D@0101,,false
0101.EG.110E,München,Theresienstr. 90,80333,,,,Kunststoff,EG,69402,27,561,19691,223,"N0110E, Treppe",N0110E@0101,,false
0101.EG.110F,München,Theresienstr. 90,80333,,,,Kunststoff,EG,69401,27,561,19691,223,"N0110F, Treppe",N0110F@0101,,false
0101.EG.110H,München,Theresienstr. 90,80333,,,,Estrich (Beton),EG,69408,27,561,19691,7,"N0110H, Treppe im Freien",N0110H@0101,,false
0101.EG.110I,München,Theresienstr. 90,80333,,,,Estrich (Beton),EG,69425,27,561,19691,30,"N0110I, Lager",N0110I@0101,,false
0101.EG.111,München,Theresienstr. 90,80333,12,,,Spannteppich,EG,38614,27,561,15368,208,"N0111, Studentenlabor",N0111@0101,,false
0101.EG.113,München,Theresienstr. 90,80333,4,,,Spannteppich,EG,7457,27,561,45290,12,"N0113, Büro mit exp. Arbeitsplatz",N0113@0101,,false
0101.EG.115,München,Theresienstr. 90,80333,2,,,Spannteppich,EG,7465,27,561,45290,12,"N0115, Büro mit exp. Arbeitsplatz",N0115@0101,,false
0101.EG.116,München,Theresienstr. 90,80333,30,,,Spannteppich,EG,7470,27,561,15368,41,"N0116, Seminarraum",N0116@0101,15030,false
0101.EG.118,München,Theresienstr. 90,80333,4,,,Spannteppich,EG,7475,27,561,15368,12,"N0118, Büro mit exp. Arbeitsplatz",N0118@0101,,false
0101.EG.120,München,Theresienstr. 90,80333,8,,,Spannteppich,EG,38649,27,561,15368,208,"N0120, Studentenlabor",N0120@0101,24010,false
0101.EG.122,München,Theresienstr. 90,80333,8,,,Spannteppich,EG,38656,27,561,15368,208,"N0122, Studentenlabor",N0122@0101,,false
0101.EG.123,München,Theresienstr. 90,80333,,,,Kunststoff,EG,38662,27,561,19691,52,"N0123, Windfang",N0123@0101,,false
0101.EG.123A,München,Theresienstr. 90,80333,,,,Kunststoff,EG,69414,27,561,19691,222,"N0123A, Flur",N0123A@0101,,false
0101.EG.123B,München,Theresienstr. 90,80333,,,,Stein,EG,69418,27,561,19691,219,"N0123B, Gang, Weg im Freien",N0123B@0101,,false
0101.EG.125,München,Theresienstr. 90,80333,1,,,Spannteppich,EG,7495,27,561,15368,12,"N0125, Ordinarius",N0125@0101,,false
0101.EG.126B,München,Theresienstr. 90,80333,1,,,Spannteppich,EG,7497,27,561,15368,40,"N0126B, Sekretariat",N0126B@0101,,false
0101.EG.126C,München,Theresienstr. 90,80333,1,,,Linoleum,EG,54541,27,561,15368,198,"N0126C, Teeküche",N0126C@0101,,false
0101.EG.128,München,Theresienstr. 90,80333,2,,,Spannteppich,EG,38672,27,561,15368,196,"N0128, Besprechungsraum / Prüfung",N0128@0101,18474,false
