room_key,address_place,address_street,address_zip_code,seats_sitting,seats_wheelchair,seats_standing,floor_type,floor_level,tumonline_id,area_id,building_id,main_operator_id,usage_id,alt_name,arch_name,calendar_resource_nr,patched
2522.U2.430,München,Einsteinstr. 25,81675,,,,Keine Angabe,2.UG,68143,22,2129,14191,195,"22.02.430, Einbringöffnung",22.02.430@2522,,false
2522.U2.440,München,Einsteinstr. 25,81675,,,,Keine Angabe,2.UG,68145,22,2129,14191,195,"22.02.440, Schacht 7",22.02.440@2522,,false
2522.U2.450,München,Einsteinstr. 25,81675,,,,Keine Angabe,2.UG,68146,22,2129,14191,120,"22.02.450, Medientunnel",22.02.450@2522,,false
2522.U2.460,München,Einsteinstr. 25,81675,,,,Keine Angabe,2.UG,68144,22,2129,14191,195,"22.02.460, Einbringöffnung 2",22.02.460@2522,,false
2522.U3.001,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67907,22,2129,51899,102,"22.03.1, Techn. Bildgebung",22.03.1@2522,,false
2522.U3.002,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67908,22,2129,51899,30,"22.03.2, Lager",22.03.2@2522,,false
2522.U3.003,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67909,22,2129,51899,30,"22.03.3, Kühlgerätelager",22.03.3@2522,,false
2522.U3.004,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67910,22,2129,51899,30,"22.03.4, Dunkelkammer",22.03.4@2522,,false
2522.U3.005,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67883,22,2129,51899,102,"22.03.5, In-Vitro-Labor",22.03.5@2522,,false
2522.U3.006,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67911,22,2129,51899,102,"22.03.6, Iso-Labor",22.03.6@2522,,false
2522.U3.007,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67912,22,2129,51899,120,"22.03.7, Hebeanlage",22.03.7@2522,,false
2522.U3.013,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67836,22,2129,51899,30,"22.03.13, Lager",22.03.13@2522,,false
2522.U3.014,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67837,22,2129,51899,105,"22.03.14, Schleuse",22.03.14@2522,,false
2522.U3.014A,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67838,22,2129,51899,50,"22.03.14A, Vorraum",22.03.14A@2522,,false
2522.U3.015,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67913,22,2129,51899,105,"22.03.15, Schleuse",22.03.15@2522,,false
2522.U3.016,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67914,22,2129,51899,105,"22.03.16, Schleuse",22.03.16@2522,,false
2522.U3.016A,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67915,22,2129,51899,50,"22.03.16A, Vorraum",22.03.16A@2522,,false
2522.U3.018,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67839,22,2129,51899,120,"22.03.18, ELT DV",22.03.18@2522,,false
2522.U3.019,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67840,22,2129,51899,120,"22.03.19, ELT SV",22.03.19@2522,,false
2522.U3.020,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67841,22,2129,51899,120,"22.03.20, ELT AV",22.03.20@2522,,false
2522.U3.021,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67885,22,2129,51899,120,"22.03.21, Hebeanlage",22.03.21@2522,,false
2522.U3.023,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67886,22,2129,51899,50,"22.03.23, Vorraum",22.03.23@2522,,false
2522.U3.024,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67887,22,2129,51899,105,"22.03.24, Schleuse",22.03.24@2522,,false
2522.U3.024A,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67916,22,2129,51899,105,"22.03.24A, Schleuse",22.03.24A@2522,,false
2522.U3.025,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67917,22,2129,51899,120,"22.03.25, ELT AV",22.03.25@2522,,false
2522.U3.025A,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67888,22,2129,51899,120,"22.03.25A, ELT AV",22.03.25A@2522,,false
2522.U3.027,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67842,22,2129,51899,30,"22.03.27, Lager",22.03.27@2522,,false
2522.U3.028,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67843,22,2129,51899,102,"22.03.28, Labor",22.03.28@2522,,false
2522.U3.029,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67889,22,2129,51899,106,"22.03.29, Ammen",22.03.29@2522,,false
2522.U3.030,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67890,22,2129,51899,106,"22.03.30, Zucht 1",22.03.30@2522,,false
2522.U3.031,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67918,22,2129,51899,106,"22.03.31, Zucht 2",22.03.31@2522,,false
2522.U3.032,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67919,22,2129,51899,106,"22.03.32, Zucht 3",22.03.32@2522,,false
2522.U3.033,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67821,22,2129,51899,106,"22.03.33, Zucht 4",22.03.33@2522,,false
2522.U3.035,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67822,22,2129,51899,50,"22.03.35, Vorraum",22.03.35@2522,,false
2522.U3.035A,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67823,22,2129,51899,102,"22.03.35A, Autoklav",22.03.35A@2522,,false
2522.U3.035C,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67825,22,2129,51899,30,"22.03.35C, Lager",22.03.35C@2522,,false
2522.U3.036,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67824,22,2129,51899,30,"22.03.36, Lager",22.03.36@2522,,false
2522.U3.037,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67826,22,2129,51899,102,"22.03.37, Experiment 5 S2",22.03.37@2522,,false
2522.U3.038,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67827,22,2129,51899,102,"22.03.38, Experiment 4 S2",22.03.38@2522,,false
2522.U3.039,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67828,22,2129,51899,102,"22.03.39, Experiment 3 S2",22.03.39@2522,,false
2522.U3.040,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67829,22,2129,51899,102,"22.03.40, Experiment 2 S2",22.03.40@2522,,false
2522.U3.041,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67844,22,2129,51899,102,"22.03.41, Experiment 1 S2",22.03.41@2522,,false
2522.U3.042,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67845,22,2129,51899,102,"22.03.42, Bildgebung Maus 1 S2",22.03.42@2522,,false
2522.U3.043,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67846,22,2129,51899,30,"22.03.43, Lager",22.03.43@2522,,false
2522.U3.044,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67847,22,2129,51899,102,"22.03.44, Bildgebung Ratte S2",22.03.44@2522,,false
2522.U3.045,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67848,22,2129,51899,102,"22.03.45, Bildgebung Maus 2 S2",22.03.45@2522,,false
2522.U3.047,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67849,22,2129,51899,102,"22.03.47, Messraum 1 S2",22.03.47@2522,,false
2522.U3.048,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67850,22,2129,51899,102,"22.03.48, Messraum 2 S2",22.03.48@2522,,false
2522.U3.049,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67851,22,2129,51899,102,"22.03.49, Messraum 3 S2",22.03.49@2522,,false
2522.U3.050,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67852,22,2129,51899,116,"22.03.50, WC-Damen",22.03.50@2522,,false
2522.U3.051,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67853,22,2129,51899,115,"22.03.51, WC-Herren",22.03.51@2522,,false
2522.U3.051A,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67830,22,2129,51899,50,"22.03.51A, Vorraum",22.03.51A@2522,,false
2522.U3.052,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67831,22,2129,51899,105,"22.03.52, Schleuse",22.03.52@2522,,false
2522.U3.053,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67832,22,2129,51899,105,"22.03.53, Schleuse",22.03.53@2522,,false
2522.U3.054,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67807,22,2129,51899,105,"22.03.54, Schleuse",22.03.54@2522,,false
2522.U3.055,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67808,22,2129,51899,106,"22.03.55, Quarantäne",22.03.55@2522,,false
2522.U3.056,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67809,22,2129,51899,207,"22.03.56, EDV-Server",22.03.56@2522,,false
2522.U3.057,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67854,22,2129,51899,121,"22.03.57, Umkleide-Damen",22.03.57@2522,,false
2522.U3.058,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67855,22,2129,51899,121,"22.03.58, Umkleide-Herren",22.03.58@2522,,false
2522.U3.059,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67856,22,2129,51899,205,"22.03.59, Putzraum",22.03.59@2522,,false
2522.U3.061,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67857,22,2129,51899,120,"22.03.61, Technik",22.03.61@2522,,false
2522.U3.100,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67858,22,2129,14191,222,"22.03.100, Flur",22.03.100@2522,,false
2522.U3.100A,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67859,22,2129,14191,222,"22.03.100A, Flur",22.03.100A@2522,,false
2522.U3.110,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67810,22,2129,14191,222,"22.03.110, Flur",22.03.110@2522,,false
2522.U3.120,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67811,22,2129,51899,222,"22.03.120, Flur",22.03.120@2522,,false
2522.U3.120A,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67812,22,2129,51899,222,"22.03.120A, Flur",22.03.120A@2522,,false
2522.U3.130,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67813,22,2129,51899,222,"22.03.130, Flur",22.03.130@2522,,false
2522.U3.130A,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67860,22,2129,51899,222,"22.03.130A, Flur",22.03.130A@2522,,false
2522.U3.160,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67861,22,2129,51899,222,"22.03.160, Flur",22.03.160@2522,,false
2522.U3.170,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67814,22,2129,51899,222,"22.03.170, Flur",22.03.170@2522,,false
2522.U3.170A,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67816,22,2129,51899,222,"22.03.170A, Flur",22.03.170A@2522,,false
2522.U3.180,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67815,22,2129,51899,222,"22.03.180, Flur",22.03.180@2522,,false
2522.U3.190,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67817,22,2129,51899,222,"22.03.190, Flur",22.03.190@2522,,false
2522.U3.200,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67818,22,2129,51899,222,"22.03.200, Flur",22.03.200@2522,,false
2522.U3.210,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67819,22,2129,14191,223,"22.03.210, Treppenhaus 1",22.03.210@2522,,false
2522.U3.220,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67820,22,2129,14191,223,"22.03.220, Treppenhaus 2",22.03.220@2522,,false
2522.U3.360,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67862,22,2129,14191,38,"22.03.360, Schacht 9 ELT",22.03.360@2522,,false
2522.U3.370,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67868,22,2129,51899,222,"22.03.370, Flur",22.03.370@2522,,false
2522.U3.390,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67869,22,2129,14191,222,"22.03.390, Flur",22.03.390@2522,,false
2522.U3.400,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67870,22,2129,14191,222,"22.03.400, Flur",22.03.400@2522,,false
2522.U3.410,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67871,22,2129,14191,222,"22.03.410, Flur",22.03.410@2522,,false
2522.U3.420,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67872,22,2129,51899,222,"22.03.420, Flur",22.03.420@2522,,false
2522.U3.430,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67873,22,2129,14191,38,"22.03.430, Einbringöffnung 1",22.03.430@2522,,false
2522.U3.440,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67875,22,2129,14191,38,"22.03.440, Schacht 7",22.03.440@2522,,false
2522.U3.450,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67876,22,2129,51899,120,"22.03.450, ZBV",22.03.450@2522,,false
2522.U3.460,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67874,22,2129,14191,38,"22.03.460, Einbringöffnung 2",22.03.460@2522,,false
2522.U3.470,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67877,22,2129,51899,105,"22.03.470, Schleuse",22.03.470@2522,,false
2522.U3.480,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67878,22,2129,14191,222,"22.03.480, Flur",22.03.480@2522,,false
2522.U3.490,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67879,22,2129,14191,222,"22.03.490, Flur",22.03.490@2522,,false
2522.U3.490A,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67880,22,2129,51899,222,"22.03.490A, Flur",22.03.490A@2522,,false
2522.U3.500,München,Einsteinstr. 25,81675,,,,Keine Angabe,3.UG,67881,22,2129,14191,222,"22.03.500, Flur",22.03.500@2522,,false
2535.01.001,München,Trogerstr. 12,81675,,,,Keine Angabe,1.OG,78156,22,3669,30361,208,"35.1.1, Studentischer Arbeitsraum",35.1.1@2535,35596,false
2535.01.002,München,Trogerstr. 12,81675,,,,Keine Angabe,1.OG,78157,22,3669,30361,208,"35.1.2, Studentischer Arbeitsraum",35.1.2@2535,35597,false
2535.01.003,München,Trogerstr. 12,81675,,,,Keine Angabe,1.OG,78158,22,3669,30361,208,"35.1.3, Studentischer Arbeitsraum",35.1.3@2535,35598,false
2535.01.004,München,Trogerstr. 12,81675,,,,Keine Angabe,1.OG,78159,22,3669,30361,44,"35.1.4, Stillarbeit",35.1.4@2535,35599,false
2535.01.005,München,Trogerstr. 12,81675,,,,Keine Angabe,1.OG,78160,22,3669,14191,115,"35.1.5, WC-Herren",35.1.5@2535,,false
2535.01.006,München,Trogerstr. 12,81675,,,,Keine Angabe,1.OG,78161,22,3669,14191,116,"35.1.6, WC-Damen",35.1.6@2535,,false
2535.01.700,München,Trogerstr. 12,81675,,,,Keine Angabe,1.OG,78209,22,3669,14191,222,"35.1.110, Flur",35.1.110@2535,,false
2535.01.701,München,Trogerstr. 12,81675,,,,Keine Angabe,1.OG,78162,22,3669,14191,222,"35.1.120, Flur / Kaffeeautomat",35.1.120@2535,,false
2535.01.705,München,Trogerstr. 12,81675,,,,Keine Angabe,1.OG,78171,22,3669,14191,223,"35.1.200, Treppenhaus",35.1.200@2535,,false
2535.02.001,München,Trogerstr. 12,81675,,,,Keine Angabe,2.OG,78210,22,3669,30361,208,"35.2.1, Studentischer Arbeitsraum",35.2.1@2535,35600,false
2535.02.002,München,Trogerstr. 12,81675,,,,Keine Angabe,2.OG,78211,22,3669,30361,208,"35.2.2, Studentischer Arbeitsraum",35.2.2@2535,35601,false
2535.02.003,München,Trogerstr. 12,81675,,,,Keine Angabe,2.OG,78172,22,3669,30361,208,"35.2.3, Studentischer Arbeitsraum",35.2.3@2535,35602,false
2535.02.004,München,Trogerstr. 12,81675,,,,Keine Angabe,2.OG,78173,22,3669,30361,44,"35.2.4, Stillarbeit",35.2.4@2535,35603,false
2535.02.005,München,Trogerstr. 12,81675,,,,Keine Angabe,2.OG,78179,22,3669,14191,115,"35.2.5, WC-Herren",35.2.5@2535,,false
2535.02.006,München,Trogerstr. 12,81675,,,,Keine Angabe,2.OG,78163,22,3669,14191,116,"35.2.6, WC-Damen",35.2.6@2535,,false
2535.02.007,München,Trogerstr. 12,81675,,,,Keine Angabe,2.OG,78164,22,3669,30361,159,"35.2.7, Abstellraum",35.2.7@2535,,false
2535.02.700,München,Trogerstr. 12,81675,,,,Keine Angabe,2.OG,78212,22,3669,14191,222,"35.2.100, Flur",35.2.100@2535,,false
2535.02.701,München,Trogerstr. 12,81675,,,,Keine Angabe,2.OG,78213,22,3669,14191,222,"35.2.110, Flur",35.2.110@2535,,false
2535.02.705,München,Trogerstr. 12,81675,,,,Keine Angabe,2.OG,78214,22,3669,14191,223,"35.2.200, Treppenhaus",35.2.200@2535,,false
2535.03.001,München,Trogerstr. 12,81675,,,,Keine Angabe,3.OG,78215,22,3669,30361,44,"35.3.1, Stüberl / Aufenthaltsraum",35.3.1@2535,35604,false
2535.03.705,München,Trogerstr. 12,81675,,,,Keine Angabe,3.OG,78216,22,3669,14191,223,"35.3.200, Treppenhaus",35.3.200@2535,,false
2535.EG.001,München,Trogerstr. 12,81675,,,,Keine Angabe,EG,78151,22,3669,30361,208,"35.0.1, Studentischer Arbeitsraum",35.0.1@2535,35592,false
2535.EG.002,München,Trogerstr. 12,81675,,,,Keine Angabe,EG,78152,22,3669,30361,208,"35.0.2, Studentischer Arbeitsraum",35.0.2@2535,35593,false
2535.EG.003,München,Trogerstr. 12,81675,,,,Keine Angabe,EG,78153,22,3669,30361,208,"35.0.3, Studentischer Arbeitsraum",35.0.3@2535,35594,false
2535.EG.004,München,Trogerstr. 12,81675,,,,Keine Angabe,EG,78154,22,3669,30361,44,"35.0.4, Lounge",35.0.4@2535,35595,false
2535.EG.005,München,Trogerstr. 12,81675,,,,Keine Angabe,EG,78155,22,3669,30361,198,"35.0.5, Teeküche",35.0.5@2535,,false
2535.EG.006,München,Trogerstr. 12,81675,,,,Keine Angabe,EG,78205,22,3669,30361,30,"35.0.6, Lager StudiTUM",35.0.6@2535,,false
2535.EG.700,München,Trogerstr. 12,81675,,,,Keine Angabe,EG,78206,22,3669,14191,222,"35.0.100, Flur",35.0.100@2535,,false
2535.EG.705,München,Trogerstr. 12,81675,,,,Keine Angabe,EG,78207,22,3669,14191,223,"35.0.200, Treppenhaus",35.0.200@2535,,false
2535.EG.800,München,Trogerstr. 12,81675,,,,Keine Angabe,EG,78208,22,3669,14191,4,"35.0.800, Personenaufzug",35.0.800@2535,,false
2535.U1.005,München,Trogerstr. 12,81675,,,,Keine Angabe,1.UG,78147,22,3669,14191,117,"35.01.5, WC-Barrierefrei",35.01.5@2535,,false
2535.U1.006,München,Trogerstr. 12,81675,,,,Keine Angabe,1.UG,78148,22,3669,30361,30,"35.01.6, Lager StudiTUM",35.01.6@2535,35672,false
2535.U1.007,München,Trogerstr. 12,81675,,,,Keine Angabe,1.UG,78201,22,3669,30361,30,"35.01.7, Lager Fachschaft Medizin",35.01.7@2535,,false
2535.U1.009,München,Trogerstr. 12,81675,,,,Keine Angabe,1.UG,78202,22,3669,30361,30,"35.01.9, Lager StudiTUM",35.01.9@2535,,false
2535.U1.010,München,Trogerstr. 12,81675,,,,Keine Angabe,1.UG,78203,22,3669,30361,205,"35.01.10, Putzraum",35.01.10@2535,,false
2535.U1.700,München,Trogerstr. 12,81675,,,,Keine Angabe,1.UG,78204,22,3669,14191,222,"35.01.100, Flur",35.01.100@2535,,false
2535.U1.701,München,Trogerstr. 12,81675,,,,Keine Angabe,1.UG,78149,22,3669,14191,222,"35.01.110, Flur",35.01.110@2535,,false
2535.U1.705,München,Trogerstr. 12,81675,,,,Keine Angabe,1.UG,78150,22,3669,14191,223,"35.01.200, Treppenhaus",35.01.200@2535,,false
2601.01.200,München,Franz-Langinger-Str. 10,81245,,,,Fliesen,1.OG,43451,16,621,14989,222,"G200, Empfangshalle",G200@2601,,false
2601.01.200A,München,Franz-Langinger-Str. 10,81245,,,,Linoleum,1.OG,43456,16,621,14989,222,"G200a, Flur 5",G200a@2601,,false
2601.01.201,München,Franz-Langinger-Str. 10,81245,1,,,Linoleum,1.OG,9910,16,621,14989,12,"G201, Postauslauf",G201@2601,,false
2601.01.202,München,Franz-Langinger-Str. 10,81245,,,,Keine Angabe,1.OG,22033,16,621,14989,12,"G202, Verwaltung",G202@2601,,false
2601.01.203,München,Franz-Langinger-Str. 10,81245,2,,,Linoleum,1.OG,9912,16,621,14989,12,"G203, Arbeitsraum/mit Besp.Grp.",G203@2601,,false
2601.01.205,München,Franz-Langinger-Str. 10,81245,,,,Linoleum,1.OG,9913,16,621,14989,12,"G205, Arbeitsraum/ohn. Besp.Grp.",G205@2601,,false
2601.01.207,München,Franz-Langinger-Str. 10,81245,1,,,Linoleum,1.OG,9914,16,621,14989,12,"G207, Arbeitsraum/mit Besp.Grp.",G207@2601,,false
2601.01.209,München,Franz-Langinger-Str. 10,81245,1,,,Linoleum,1.OG,9933,16,621,14989,12,"G209, Arbeitsraum/mit exp. Arbeitsplatz",G209@2601,,false
2601.01.210,München,Franz-Langinger-Str. 10,81245,1,,,PVC,1.OG,43545,16,621,14989,207,"G210, Serverraum",G210@2601,,false
2601.01.211,München,Franz-Langinger-Str. 10,81245,2,,,PVC,1.OG,9935,16,621,14989,12,"G211, Arbeitsraum/mit Besp.Grp.",G211@2601,,false
2601.01.213,München,Franz-Langinger-Str. 10,81245,1,,,Linoleum,1.OG,9936,16,621,14989,12,"G213, Arbeitsraum/ohn. Besp.Grp.",G213@2601,,false
2601.01.214,München,Franz-Langinger-Str. 10,81245,1,,,Linoleum,1.OG,9958,16,621,14989,12,"G214, Arbeitsraum/ohn. Besp.Grp.",G214@2601,,false
2601.01.215,München,Franz-Langinger-Str. 10,81245,1,,,Linoleum,1.OG,9959,16,621,14989,12,"G215, Arbeitsraum/ohn. Besp.Grp.",G215@2601,,false
2601.01.216,München,Franz-Langinger-Str. 10,81245,1,,,Linoleum,1.OG,9960,16,621,14989,12,"G216, Arbeitsraum/ohn. Besp.Grp.",G216@2601,,false
2601.01.217,München,Franz-Langinger-Str. 10,81245,1,,,Linoleum,1.OG,9961,16,621,14989,12,"G217, Arbeitsraum/ohn. Besp.Grp.",G217@2601,,false
2601.01.218,München,Franz-Langinger-Str. 10,81245,1,,,Fliesen,1.OG,43700,16,621,14989,103,"G218, Physikalischer Messraum",G218@2601,,false
2601.01.222,München,Franz-Langinger-Str. 10,81245,,,,Keine Angabe,1.OG,43703,16,621,14989,207,"G222, Serverraum",G222@2601,,false
2601.01.222A,München,Franz-Langinger-Str. 10,81245,,,,Keine Angabe,1.OG,43790,16,621,14989,103,"G222a, Messraum",G222a@2601,,false
2601.01.223,München,Franz-Langinger-Str. 10,81245,8,,,Linoleum,1.OG,43797,16,621,14989,10,"G223, Lesepl. m. Bücherst./Bibliothek",G223@2601,,false
2601.01.224,München,Franz-Langinger-Str. 10,81245,1,,,Spannteppich,1.OG,43876,16,621,14989,10,"G224, Bibliothek u. Arbeitsraum",G224@2601,,false
2601.01.225,München,Franz-Langinger-Str. 10,81245,1,,,Spannteppich,1.OG,43882,16,621,14989,10,"G225, Bibliothek",G225@2601,,false
2601.01.226,München,Franz-Langinger-Str. 10,81245,1,,,Spannteppich,1.OG,10000,16,621,14989,12,"G226, Arbeitsraum/mit Besp.Grp.",G226@2601,,false
2601.01.227,München,Franz-Langinger-Str. 10,81245,1,,,Linoleum,1.OG,9620,16,621,14989,12,"G227, Arbeitsraum/mit Besp.Grp.",G227@2601,,false
2601.01.228,München,Franz-Langinger-Str. 10,81245,1,,,Linoleum,1.OG,9621,16,621,14989,12,"G228, Arbeitsraum/mit Besp.Grp.",G228@2601,,false
2601.01.229,München,Franz-Langinger-Str. 10,81245,1,,,Linoleum,1.OG,9622,16,621,14989,12,"G229, Arbeitsraum/mit Besp.Grp.",G229@2601,,false
2601.01.230,München,Franz-Langinger-Str. 10,81245,1,,,Linoleum,1.OG,9623,16,621,14989,12,"G230, Arbeitsraum/mit Besp.Grp.",G230@2601,,false
2601.01.231,München,Franz-Langinger-Str. 10,81245,1,,,Linoleum,1.OG,9695,16,621,14989,12,"G231, Arbeitsraum/mit Besp.Grp.",G231@2601,,false
2601.01.232,München,Franz-Langinger-Str. 10,81245,1,,,Linoleum,1.OG,9697,16,621,14989,12,"G232, Arbeitsraum/mit Besp.Grp.",G232@2601,,false
2601.01.233,München,Franz-Langinger-Str. 10,81245,1,,,Linoleum,1.OG,9700,16,621,14989,12,"G233, Arbeitsraum/mit Besp.Grp.",G233@2601,,false
2601.01.234,München,Franz-Langinger-Str. 10,81245,1,,,Linoleum,1.OG,9702,16,621,14989,12,"G234, Arbeitsraum/mit Besp.Grp.",G234@2601,,false
2601.01.235,München,Franz-Langinger-Str. 10,81245,1,,,Linoleum,1.OG,9703,16,621,14989,12,"G235, Arbeitsraum/ohn. Besp.Grp.",G235@2601,,false
2601.01.236,München,Franz-Langinger-Str. 10,81245,1,,,Linoleum,1.OG,9740,16,621,14989,12,"G236, Arbeitsraum/ohn. Besp.Grp.",G236@2601,,false
2601.01.237,München,Franz-Langinger-Str. 10,81245,1,,,Linoleum,1.OG,9741,16,621,14989,12,"G237, Arbeitsraum/ohn. Besp.Grp.",G237@2601,,false
2601.01.238,München,Franz-Langinger-Str. 10,81245,1,,,Linoleum,1.OG,9742,16,621,14989,12,"G238, Arbeitsraum/ohn. Besp.Grp.",G238@2601,,false
2601.01.241,München,Franz-Langinger-Str. 10,81245,5,,,Linoleum,1.OG,44189,16,621,14989,196,"G241, Sitzungs.-,Konferenzraum",G241@2601,28954,false
2601.01.241A,München,Franz-Langinger-Str. 10,81245,,,,Spannteppich,1.OG,44272,16,621,14989,50,"G241a, Vorraum",G241a@2601,,false
2601.01.242,München,Franz-Langinger-Str. 10,81245,2,,,Linoleum,1.OG,9770,16,621,14989,55,"G242, Zeichensaal",G242@2601,18739,false
2601.01.243,München,Franz-Langinger-Str. 10,81245,,,,PVC,1.OG,44284,16,621,14989,198,"G243, Teeküche",G243@2601,,false
2601.01.244,München,Franz-Langinger-Str. 10,81245,1,,,PVC,1.OG,44288,16,621,14989,2,"G244, Zeichenarchiv",G244@2601,,false
2601.01.245,München,Franz-Langinger-Str. 10,81245,,,,Fliesen,1.OG,42839,16,621,14989,115,"G245, WC-Herren",G245@2601,,false
2601.01.246,München,Franz-Langinger-Str. 10,81245,,,,Fliesen,1.OG,42846,16,621,14989,205,"G246, Putzraum",G246@2601,,false
2601.01.247,München,Franz-Langinger-Str. 10,81245,,,,Fliesen,1.OG,42856,16,621,14989,116,"G247, WC-Damen",G247@2601,,false
2601.01.248,München,Franz-Langinger-Str. 10,81245,18,,,Linoleum,1.OG,42942,16,621,14989,30,"G248, Lager",G248@2601,,false
2601.01.249,München,Franz-Langinger-Str. 10,81245,,,,Linoleum,1.OG,42946,16,621,14989,2,"G249, Registratur, Archiv",G249@2601,,false
