building_key,address_place,address_street,address_zip_code,area_id,name,tumonline_id,filter_id
5251,Garching b. München,Walther-Meißner-Str. 3,85748,37,RCM-Abwassergebäude,881,
5252,Garching b. München,Walther-Meißner-Str. 3,85748,37,RCM-Gasversorgungsstation,882,
5257,Garching b. München,Lichtenbergstr. 1,85748,37,Werkstatt u. Bürogebäude FRM II (UYW),2449,
5301,Garching b. München,Lichtenbergstr. 2a,85748,30,"IAS, Institut für Advanced Study",1120,
5302,Garching b. München,Lichtenbergstr. 2,85748,30,CBM Centrum Baustoffe und Materialprüfun,816,
5304,Garching b. München,Boltzmannstr. 19,85748,30,Mensa Garching (Neubau),2009,
5305,Garching b. München,Lichtenbergstr. 2c,85748,30,Modulbau NDB 2,3209,
5401,Garching b. München,Lichtenbergstr. 4,85748,36,"Bibliothek, Hörsaal CH 1",818,
5402,Garching b. München,Lichtenbergstr. 4,85748,36,Laborgebäude CH 2,819,
5403,Garching b. München,Lichtenbergstr. 4,85748,36,Laborgebäude CH 3,821,
5404,Garching b. München,Lichtenbergstr. 4,85748,36,Hofgebäude 2,815,
5406,Garching b. München,Lichtenbergstr. 4,85748,36,Laborgebäude CH 6,824,
5407,Garching b. München,Lichtenbergstr. 4,85748,36,Laborgebäude CH 7,826,
5408,Garching b. München,Lichtenbergstr. 4,85748,36,Hofgebäude 1,828,
5409,Garching b. München,Ernst-Otto-Fischer-Str. 4,85748,36,Entsorgungszentrum,830,
5410,Garching b. München,Ernst-Otto-Fischer-Str. 1,85748,36,Katalysezentrum,1405,
5413,Garching b. München,Ernst-Otto-Fischer-Str. 2,85748,36,Bayerisches NMR-Zentrum,1989,
5414,Garching b. München,Lichtenbergstr. 4a,85748,36,Zentrum für Energie u. Information (ZEI),1670,
5415,Garching b. München,Ernst-Otto-Fischer-Str. 8,85748,36,CPA Center for Functional Protein Assemb,2729,
5416,Garching b. München,Lichtenbergstr. 2b,85748,36,Interims Hörsäle II,2269,
5417,Garching b. München,Lichtenbergstr. 4b,85748,36,Interim Gebäude NAT / OCS,3429,
5433,Garching b. München,Lichtenbergstr. 6,85748,36,Entreprenieurship Centrum (ECM),1649,
5501,Garching b. München,Boltzmannstr. 15,85748,34,Institut f. Mechatronik,833,
5502,Garching b. München,Boltzmannstr. 15,85748,34,Institut f. Werkst. u. Verarbeitung,836,
5503,Garching b. München,Boltzmannstr. 15,85748,34,Institut f. Produktionstechnik,838,
5504,Garching b. München,Boltzmannstr. 15,85748,34,Institut f. Verfahrenstechnik,841,
5505,Garching b. München,Boltzmannstr. 15,85748,34,Institut f. Maschinentechnik,843,
5506,Garching b. München,Boltzmannstr. 15,85748,34,Institut f. Luft-u. Raumfahrt,845,
5507,Garching b. München,Boltzmannstr. 15,85748,34,Institut f. Energietechnik,844,
5508,Garching b. München,Boltzmannstr. 15,85748,34,Hörsaal West,846,
5509,Garching b. München,Boltzmannstr. 15,85748,34,Magistrale,2569,
5510,Garching b. München,Boltzmannstr. 15,85748,34,"Hörsaal, Bibliothek u. Verwaltungsgebäud",842,
5512,Garching b. München,Boltzmannstr. 15,85748,34,Außenflächen MW,3409,
5513,Garching b. München,Boltzmannstr. 15,85748,34,Energiezentrale,817,
5514,Garching b. München,Boltzmannstr. 15,85748,34,Kinderkrippe,820,
5515,Garching b. München,Boltzmannstr. 15,85748,34,Zentrum für Schlüsselkompetenzen,822,
5517,Garching b. München,Boltzmannstr. 15,85748,34,Prüfstandgebäude,825,
5518,Garching b. München,Boltzmannstr. 15,85748,34,Gasflaschenlager,827,
5519,Garching b. München,Boltzmannstr. 15,85748,34,FTM Fahrzeughalle,1949,
5530,Garching b. München,Boltzmannstr. 17,85748,34,"IGSSE, Exzellenzzentrum Garching",992,
5531,Garching b. München,Lichtenbergstr. 9,85748,34,Ingeborg Ortner-Kinderhaus,1165,
5532,Garching b. München,Lichtenbergstr. 3,85748,34,StudiTUM-Garching,2229,
5539,Garching b. München,Boltzmannstr. 15,85748,34,Interims-Tentomax MW,3149,
5601,Garching b. München,Boltzmannstr. 3,85748,33,FMI/ Magistrale,829,
5602,Garching b. München,Boltzmannstr. 3,85748,33,FMI/ Hörsaal 1,831,
5603,Garching b. München,Boltzmannstr. 3,85748,33,FMI/ Bibliothek,832,
5604,Garching b. München,Boltzmannstr. 3,85748,33,FMI/ Gebäudeteil  04,834,
5605,Garching b. München,Boltzmannstr. 3,85748,33,FMI/ Gebäudeteil  05,835,
5606,Garching b. München,Boltzmannstr. 3,85748,33,FMI/ Gebäudeteil  06,837,
5607,Garching b. München,Boltzmannstr. 3,85748,33,FMI/ Gebäudeteil  07,839,
5608,Garching b. München,Boltzmannstr. 3,85748,33,FMI/ Gebäudeteil  08,840,
5609,Garching b. München,Boltzmannstr. 3,85748,33,FMI/ Gebäudeteil  09,865,
5610,Garching b. München,Boltzmannstr. 3,85748,33,FMI/ Gebäudeteil  10,799,
5611,Garching b. München,Boltzmannstr. 3,85748,33,FMI/ Gebäudeteil  11,800,
5612,Garching b. München,Boltzmannstr. 3,85748,33,FMI/ Gebäudeteil  12,801,
5613,Garching b. München,Boltzmannstr. 3,85748,33,FMI/ Gebäudeteil  13,802,
5620,Garching b. München,Boltzmannstr. 5,85748,33,Interims-Audimax,1205,
5622,Garching b. München,Boltzmannstr. 5,85748,33,Sportanlage Garching/Dusch Container,1749,
5701,Garching b. München,Boltzmannstr. 11,85748,32,Munich School of BioEngineering (ehm.IME,803,
5901,Garching b. München,Hans-Piloty-Str. 1,85748,302,Elektro- und Informationstechnik,2849,
5932,Garching b. München,Friedrich-Ludwig-Bauer-Str. 3,85748,57,Siemens Technology Center (STC),3169,
5933,Garching b. München,Friedrich-Ludwig-Bauer-Str. 5,85748,57,SAP Labs Munich (AM),3229,
6101,Garching b. München,Römerhofweg 67,85748,31,Heizwerk,805,
6102,Garching b. München,Römerhofweg 67,85748,31,Betriebsgebäude,806,
6103,Garching b. München,Römerhofweg 67,85748,31,Hochspannungsgebäude,807,
6106,Garching b. München,Römerhofweg 67,85748,31,Trafostation Betriebsgebäude,2409,
6107,Garching b. München,Römerhofweg 67,85748,31,Garagenbau,808,
6202,Garching b. München,Römerhofweg 67,85748,38,Feuerwehrwache,810,
7894,Garching b. München,Freisinger Landstr. 52,85748,57,Newton (AM),3010,
7895,Garching b. München,Freisinger Landstr. 50,85748,57,Pascal Halle,3089,
7896,Garching b. München,Freisinger Landstr. 50,85748,57,MW Halle (AM),3069,
7910,Garching b. München,Anna-Boyksen-Straße,85748,58,Oskar-von-Miller Turm,1040,
8101,Garching b. München,Parkring 11-13,85748,57,Business Campus Garching (BC1),1038,
8102,Garching b. München,Parkring 35-39,85748,57,Business Campus Garching (BC2),1305,
8104,Garching b. München,Carl-Zeiss-Str. 8,85748,57,Carl-Zeiss-Straße (AM),3009,
8111,Garching b. München,Schleißheimerstraße 90a,85748,57,Schleißheimerstr. 90a,1629,
8120,Garching b. München,Walther-von-Dyck-Str. 10,85748,202,Conference Center,2131,
8121,Garching b. München,Walther-von-Dyck-Str. 12,85748,202,Courtyard Hotel,2132,
8122,Garching b. München,Walther-von-Dyck-Str. 6,85748,202,"Galileo Büro, W. v. Dyck-Str. 6",2591,
8123,Garching b. München,Walther-von-Dyck-Str. 4,85748,202,"Galileo Büro, W. v. Dyck-Str. 4",2590,
8124,Garching b. München,Walther-von-Dyck-Str. 14,85748,202,"Galileo Büro, W. v. Dyck-Str. 14",3029,
9001,Burghausen,Raitenhaslach 11,84489,183,TUM Science & Study Center Raitenhaslach,1775,
9101,Garmisch-Partenkirchen,Bahnhofstraße 37,82467,223,Garmisch-Partenkirchen Bahnhofstr. 37 (A,2330,
9110,Garmisch-Partenkirchen,Breitenauerstraße 1a,82467,223,GP Geigergebäude,3469,
9201,Berchtesgaden,Roßfeldstr.,83471,263,TUM FZ Friedrich N. Schwarz Berchtesgade,2450,
9344,Weßling,Claude-Dornier-Str. 1,82234,29,Lärmschutzhalle 344,3589,
9377,Ottobrunn,Lise-Meitner-Str. 9-11,85521,29,Lise-Meitner-Straße (AM),2890,
9378,Ottobrunn,Caroline-Herschel-Str. 100,85521,29,TUM Panasonic (AM),2889,
9379,Ottobrunn,Lise-Meitner-Str. 8,85521,29,Lise Meitner Str. 8 (AM),2949,
9380,Ottobrunn,Caroline-Herschel-Str. 100,85521,29,Hyperloop-Halle Ottobrunn (AM),3109,
9386,Taufkirchen,Willy-Messerschmitt 11,82024,29,Willy-Messerschmitt-Str. 11 (AM),3489,
9387,Taufkirchen,Willy-Messerschmitt-Straße 5,82024,29,Hörsaalgebäude,3551,
9389,Taufkirchen,Willy-Messerschmitt-Straße 5,82024,29,Betriebsgebäude,3549,
9390,Weßling,Claude-Dornier-Str. 1,82234,29,Aviation Flight Test Center/Halle 507 (A,3129,
9510,Freising,LabCampus 48,85356,29,LabCampus 48 (AM),3609,
9511,Freising,LabCampus 52,85356,29,LabCampus 52 (AM),3610,
