org_id,code,name,path
1,TU00000,Technische Universität München,TUM
13946,TUPR000,Hochschulpräsidium,TUM/Hochschulpräsidium
13968,TUZVHR1,"Hochschulreferat 1 - Controlling, Organisation, Planung","TUM/Hochschulreferate/Controlling, Organisation, Planung"
14146,TUZESSZ,TUM Center for Study and Teaching,TUM/Zentrale Serviceeinrichtungen/TUM Center for Study and Teaching
14156,TUZVZA7,Zentrale Informationstechnik (ZIT),TUM/Zentrale Serviceeinrichtungen/IT-Servicezentrum (ITSZ)/Zentrale Informationstechnik (ZIT)
14178,TUMAFMA,Ehemalige Fakultät für Mathematik,TUM/Fakultäten/Ehemalige Fakultät für Mathematik
14179,TUPHFPH,Ehemalige Fakultät für Physik,TUM/Fakultäten/Ehemalige Fakultät für Physik
14180,TUCHFCH,Ehemalige Fakultät für Chemie,TUM/Fakultäten/Ehemalige Fakultät für Chemie
14181,TUWIFWI,Ehemalige Fakultät für Wirtschaftswissenschaften,TUM/Fakultäten/Ehemalige Fakultät für Wirtschaftswissenschaften
14184,TUBVFBV,Ehemalige Ingenieurfakultät Bau Geo Umwelt,TUM/Fakultäten/Ehemalige Ingenieurfakultät Bau Geo Umwelt
14185,TUARFAR,Ehemalige Fakultät für Architektur,TUM/Fakultäten/Ehemalige Fakultät für Architektur
14187,TUMWFMW,Ehemalige Fakultät für Maschinenwesen,TUM/Fakultäten/Ehemalige Fakultät für Maschinenwesen
14188,TUEIFEI,Ehemalige Fakultät für Elektrotechnik und Informationstechnik,TUM/Fakultäten/Ehemalige Fakultät für Elektrotechnik und Informationstechnik
14189,TUINFIN,Ehemalige Fakultät für Informatik,TUM/Fakultäten/Ehemalige Fakultät für Informatik
14190,TUWZFWZ,"Ehemaliges Wissenschaftszentrum Weihenstephan für Ernährung, Landnutzung und Umwelt","TUM/Fakultäten/Ehemaliges Wissenschaftszentrum Weihenstephan für Ernährung, Landnutzung und Umwelt"
14191,TUMEFME,Ehemalige Fakultät für Medizin,TUM/Fakultäten/Ehemalige Fakultät für Medizin
14195,TUSPFSP,Ehemalige Fakultät für Sport- und Gesundheitswissenschaften,TUM/Fakultäten/Ehemalige Fakultät für Sport- und Gesundheitswissenschaften
14209,TUPHDKN,Dekan/in Ehemalige Fakultät für Physik,TUM/Fakultäten/Ehemalige Fakultät für Physik/Dekan/in
14210,TUPHPDK,Prodekan Ehemalige Fakultät für Physik,TUM/Fakultäten/Ehemalige Fakultät für Physik/Prodekan
14211,TUPHSDK,Studiendekan,TUM/Fakultäten/Ehemalige Fakultät für Physik/Studiendekan
14212,TUPHZ51,Dekanat PH,TUM/Fakultäten/Ehemalige Fakultät für Physik/Fakultätsverwaltung/Dekanat PH
14213,TUPHZ50,Fakultätsverwaltung Ehemalige Fakultät für Physik,TUM/Fakultäten/Ehemalige Fakultät für Physik/Fakultätsverwaltung
14214,TUPHZEL,Elektronik,TUM/Fakultäten/Ehemalige Fakultät für Physik/Zentrale Einrichtungen des Departments/Elektronik
14215,TUPHZWS,Zentralwerkstatt,TUM/Fakultäten/Ehemalige Fakultät für Physik/Zentrale Einrichtungen des Departments/Zentralwerkstatt
14217,TUPHDEP,Physik-Department,TUM/Fakultäten/Ehemalige Fakultät für Physik/Physik-Department
14228,TUPHE11,Lehrstuhl für Laser- und Röntgenphysik (Prof. Kienberger),TUM/Schools/Natural Sciences/Departments/Physics/Laser- und Röntgenphysik (Prof. Kienberger)
14372,TUPHSSK,Studiensekretariat PH,TUM/Fakultäten/Ehemalige Fakultät für Physik/Fakultätsverwaltung/Studiensekretariat PH
14411,TUZESSB,TUM CST - Studienberatung und -information,TUM/Zentrale Serviceeinrichtungen/TUM Center for Study and Teaching/TUM CST - Studienberatung und -information
14432,TUZESIM,TUM CST - Bewerbung und Immatrikulation,TUM/Zentrale Serviceeinrichtungen/TUM Center for Study and Teaching/TUM CST - Bewerbung und Immatrikulation
14442,TUZESPR,TUM CST - Graduation Office and Academic Records,TUM/Zentrale Serviceeinrichtungen/TUM Center for Study and Teaching/TUM CST - Graduation Office and Academic Records
14443,TUZESBS,TUM CST - Beiträge und Stipendien,TUM/Zentrale Serviceeinrichtungen/TUM Center for Study and Teaching/TUM CST - Beiträge und Stipendien
14444,TUZESOI,TUM CST - Planung,TUM/Zentrale Serviceeinrichtungen/TUM Center for Study and Teaching/TUM CST - Planung
14577,TUMAM02,Lehrstuhl für Numerische Mathematik (Prof. Wohlmuth),"TUM/Schools/Computation, Information and Technology/Departments/Mathematics/Numerische Mathematik (Prof. Wohlmuth)"
14583,TUMAM07,Lehrstuhl für Globale Analysis (Prof. Friesecke),"TUM/Schools/Computation, Information and Technology/Departments/Mathematics/Globale Analysis (Prof. Friesecke)"
14596,TUMAM08,Lehrstuhl für Höhere Mathematik und Analytische Mechanik  (N.N.),"TUM/Schools/Computation, Information and Technology/Departments/Mathematics/Höhere Mathematik und Analytische Mechanik  (N.N.)"
14597,TUMAM05,Lehrstuhl für Mathematische Physik (Prof. Wolf),"TUM/Schools/Computation, Information and Technology/Departments/Mathematics/Mathematische Physik (Prof. Wolf)"
14598,TUMAM10,Lehrstuhl für Geometrie und Visualisierung (Prof. Richter-Gebert),"TUM/Schools/Computation, Information and Technology/Departments/Mathematics/Geometrie und Visualisierung (Prof. Richter-Gebert)"
14599,TUMAM09,Lehrstuhl für Angewandte Geometrie und Diskrete Mathematik (N.N.),"TUM/Schools/Computation, Information and Technology/Departments/Mathematics/Angewandte Geometrie und Diskrete Mathematik (N.N.)"
14600,TUMAM04,Lehrstuhl für Mathematische Statistik (Prof. Drton),"TUM/Schools/Computation, Information and Technology/Departments/Mathematics/Mathematische Statistik (Prof. Drton)"
14602,TUMAM01,Lehrstuhl für Mathematische Optimierung (Prof. Ulbrich),"TUM/Schools/Computation, Information and Technology/Departments/Mathematics/Mathematische Optimierung (Prof. Ulbrich)"
14603,TUMAM12,Lehrstuhl für Mathematische Modellierung biologischer Systeme (Prof. Theis),"TUM/Schools/Computation, Information and Technology/Departments/Mathematics/Mathematische Modellierung biologischer Systeme (Prof. Theis)"
14604,TUMAM03,Lehrstuhl für Wissenschaftliches Rechnen (Prof. Bornemann),"TUM/Schools/Computation, Information and Technology/Departments/Mathematics/Wissenschaftliches Rechnen (Prof. Bornemann)"
14607,TUMAM11,Lehrstuhl für Algorithmische Algebra (Prof. Kemper),"TUM/Schools/Computation, Information and Technology/Departments/Mathematics/Algorithmische Algebra (Prof. Kemper)"
14610,TUMAF06,Professur für Wissenschaftliches Rechnen und Unsicherheitsquantifizierung (Prof. Ullmann),"TUM/Schools/Computation, Information and Technology/Departments/Mathematics/Wissenschaftliches Rechnen und Unsicherheitsquantifizierung (Prof. Ullmann)"
14612,TUMAF07,Professur für Diskrete Mathematik (Prof. Weltge),"TUM/Schools/Computation, Information and Technology/Departments/Mathematics/Diskrete Mathematik (Prof. Weltge)"
14614,TUMAF20,Professur für Finanzmathematik (Prof. Knochenhauer),"TUM/Schools/Computation, Information and Technology/Departments/Mathematics/Finanzmathematik (Prof. Knochenhauer)"
14617,TUMAF01,Professur für Angewandte Mathematische Statistik (Prof. Czado em.),"TUM/Schools/Computation, Information and Technology/Departments/Mathematics/Angewandte Mathematische Statistik (Prof. Czado em.)"
14632,TUCHSDK,Studiendekan,TUM/Fakultäten/Ehemalige Fakultät für Chemie/Studiendekan
14635,TUCHWA0,Institut für Wasserchemie und Chemische Balneologie,TUM/Schools/Natural Sciences/Wasserchemie und Chemische Balneologie
14684,TUCHAC6,Lehrstuhl für Anorganische Chemie mit Schwerpunkt Neue Materialien (Prof. Fässler),TUM/Schools/Natural Sciences/Departments/Chemistry/Anorganische Chemie mit Schwerpunkt Neue Materialien (Prof. Fässler)
14692,TUCHAC2,Ehem. Lehrstuhl für Bauchemie (Prof. Plank),TUM/Schools/Natural Sciences/Departments/Chemistry/Bauchemie (Prof. Plank)
14706,TUCHWA1,Lehrstuhl für Analytische Chemie und Wasserchemie (Prof. Elsner),TUM/Schools/Natural Sciences/Departments/Chemistry/Analytische Chemie und Wasserchemie (Prof. Elsner)
14711,TUCHOC1,Lehrstuhl für Organische Chemie I (Prof. Bach),TUM/Schools/Natural Sciences/Departments/Chemistry/Organische Chemie I (Prof. Bach)
14712,TUCHOC2,Lehrstuhl für Organische Chemie II (Prof. Sieber),TUM/Schools/Natural Sciences/Departments/Bioscience/Organische Chemie II (Prof. Sieber)
14713,TUCHOC5,Lehrstuhl für Biotechnologie (Prof. Buchner),TUM/Schools/Natural Sciences/Departments/Bioscience/Biotechnologie (Prof. Buchner)
14714,TUCHOC3,Lehrstuhl für Biochemie (Prof. Groll),TUM/Schools/Natural Sciences/Departments/Bioscience/Biochemie (Prof. Groll)
14715,TUCHOC4,Lehrstuhl für Biomolekulare NMR-Spektroskopie (Prof. Sattler),TUM/Schools/Natural Sciences/Departments/Bioscience/Biomolekulare NMR-Spektroskopie (Prof. Sattler)
14722,TUCHPC1,Lehrstuhl für Physikalische Chemie (Prof. Heiz),TUM/Schools/Natural Sciences/Departments/Chemistry/Physikalische Chemie (Prof. Heiz)
14724,TUCHTH1,Lehrstuhl für Theoretische Chemie (Prof. em. Domcke),TUM/Fakultäten/Ehemalige Fakultät für Chemie/Department Chemie/Theoretische Chemie (Prof. em. Domcke)
14733,TUCHTC1,Lehrstuhl für Technische Chemie I (Prof. Hinrichsen),TUM/Schools/Natural Sciences/Departments/Chemistry/Technische Chemie I (Prof. Hinrichsen)
14734,TUCHTC2,Lehrstuhl für Technische Chemie II (N.N.),TUM/Schools/Natural Sciences/Departments/Chemistry/Technische Chemie II (N.N.)
14807,TUWIB04,Lehrstuhl für Controlling (Prof. Blaschke komm.),TUM/Schools/Management/Departments/Finance and Accounting/Controlling (Prof. Blaschke komm.)
14808,TUWIB06,Lehrstuhl für Finanzmanagement und Kapitalmärkte (Prof. Kaserer),TUM/Schools/Management/Departments/Finance and Accounting/Finanzmanagement und Kapitalmärkte (Prof. Kaserer)
14810,TUWIB05,Lehrstuhl für Marketing (N.N.),"TUM/Schools/Management/Departments/Marketing, Strategy and Leadership/Marketing (N.N.)"
14811,TUWIB01,Dr. Theo Schöller-Stiftungslehrstuhl für Technologie- und Innovationsmanagement (Prof. Henkel),TUM/Schools/Management/Departments/Innovation and Entrepreneurship/Technologie- und Innovationsmanagement (Prof. Henkel)
14812,TUWIB09,Lehrstuhl für Operations Management (Prof. Kolisch),TUM/Schools/Management/Departments/Operations and Technology/Operations Management (Prof. Kolisch)
14813,TUWIB10,"Lehrstuhl für Betriebswirtschaftslehre - Unternehmensführung, Logistik und Produktion (N.N.)","TUM/Schools/Management/Departments/Operations and Technology/Betriebswirtschaftslehre - Unternehmensführung, Logistik und Produktion (N.N.)"
14814,TUWIB11,Lehrstuhl für Forstliche Wirtschaftslehre (N.N.),TUM/Schools/Management/Departments/Economics and Policy/Forstliche Wirtschaftslehre (N.N.)
14815,TUWZP3R,Lehrstuhl für Produktions- und Ressourcenökonomie landwirtschaftlicher Betriebe (Prof. Sauer),TUM/Schools/Management/Departments/Economics and Policy/Produktions- und Ressourcenökonomie landwirtschaftlicher Betriebe (Prof. Sauer)
14816,TUWIB08,Lehrstuhl für Marketing und Konsumforschung (Prof. Roosen),"TUM/Schools/Management/Departments/Marketing, Strategy and Leadership/Marketing und Konsumforschung (Prof. Roosen)"
14817,TUWIB14,Professur für Unternehmerische Nachhaltigkeit - Brau- und Lebensmittelindustrie (Prof. Belz),TUM/Schools/Management/Departments/Innovation and Entrepreneurship/Unternehmerische Nachhaltigkeit - Brau- und Lebensmittelindustrie (Prof. Belz)
14823,TUWIR01,Lehrstuhl für Wirtschaftsrecht und Geistiges Eigentum (Prof. Ann),TUM/Schools/Management/Departments/Innovation and Entrepreneurship/Wirtschaftsrecht und Geistiges Eigentum (Prof. Ann)
14825,TUWIS06,Lehrstuhl für Wald- und Umweltpolitik (Prof. Roosen komm.),TUM/Schools/Management/Departments/Economics and Policy/Wald- und Umweltpolitik (Prof. Roosen komm.)
14827,TUEDS01,Professur für Technikgeschichte (Prof. Novick),"TUM/Schools/Social Sciences and Technology/Departments/Science, Technology and Society/Technikgeschichte (Prof. Novick)"
14828,TUEDS02,Lehrstuhl für Berufspädagogik (Prof. Wittmann),TUM/Schools/Social Sciences and Technology/Departments/Educational Sciences/Berufspädagogik (Prof. Wittmann)
14830,TUWIS04,Lehrstuhl für Psychologie (Prof. Kehr),"TUM/Schools/Management/Departments/Marketing, Strategy and Leadership/Psychologie (Prof. Kehr)"
14832,TUEDS08,Professur für Formelles und informelles Lernen (Prof. Lewalter),TUM/Schools/Social Sciences and Technology/Departments/Educational Sciences/Formelles und informelles Lernen (Prof. Lewalter)
14874,TUCHFV0,IT Betrieb 5400 (NAT) - IT Office (NAT),TUM/Schools/Natural Sciences/School Office/IT Office (NAT)/IT Betrieb 5400 (NAT)
14881,TUS6OTS,School Office der TUM School of Management,TUM/Schools/Management/School Office
14915,TULRFSG,Forschungseinrichtung Satellitengeodäsie (BE),TUM/Schools/Engineering and Design/Forschungseinrichtung Satellitengeodäsie (BE)
14927,TUBVFWW,Versuchsanstalt für Wasserbau und Wasserwirtschaft,TUM/Schools/Engineering and Design/Departments/Civil and Environmental Engineering/Versuchsanstalt für Wasserbau und Wasserwirtschaft
14928,TUBVMPA,MPA BAU - Prüfamt Konstruktiver Ingenieurbau,TUM/Schools/Engineering and Design/Departments/Civil and Environmental Engineering/MPA BAU - Prüfamt Konstruktiver Ingenieurbau
14930,TUBVLKI,Laboratorium für den Konstruktiven Ingenieurbau,TUM/Schools/Engineering and Design/Laboratorium für den Konstruktiven Ingenieurbau
14934,TUBVSTA,Lehrstuhl für Statik und Dynamik (Prof. Wüchner),TUM/Schools/Engineering and Design/Departments/Civil and Environmental Engineering/Statik und Dynamik (Prof. Wüchner)
14935,TUBVBMA,Lehrstuhl für Baumechanik (Prof. Müller),TUM/Schools/Engineering and Design/Departments/Civil and Environmental Engineering/Baumechanik (Prof. Müller)
14937,TUBVHYD,Professur für Hydromechanik (Prof. Manhart),TUM/Schools/Engineering and Design/Departments/Civil and Environmental Engineering/Hydromechanik (Prof. Manhart)
14938,TUBVCME,Professur für Computational Mechanics (Prof. Duddeck),TUM/Schools/Engineering and Design/Departments/Engineering Physics and Computation/Computational Mechanics (Prof. Duddeck)
14943,TUBVBPH,Lehrstuhl für Bauphysik (Prof. Sedlbauer),TUM/Schools/Engineering and Design/Departments/Civil and Environmental Engineering/Bauphysik (Prof. Sedlbauer)
14944,TUBVBWP,Lehrstuhl für Werkstoffe und Werkstoffprüfung im Bauwesen (Prof. Gehlen),TUM/Schools/Engineering and Design/Departments/Materials Engineering/Werkstoffe und Werkstoffprüfung im Bauwesen (Prof. Gehlen)
14945,TUBVHBB,Lehrstuhl für Ingenieurholzbau und Baukonstruktion (Prof. Fink)	,TUM/Schools/Engineering and Design/Departments/Civil and Environmental Engineering/Ingenieurholzbau und Baukonstruktion (Prof. Fink)	
14946,TUBVMBA,Lehrstuhl für Massivbau (Prof. Fischer),TUM/Schools/Engineering and Design/Departments/Civil and Environmental Engineering/Massivbau (Prof. Fischer)
14947,TUBVMET,Lehrstuhl für Metallbau (Prof. Mensinger),TUM/Schools/Engineering and Design/Departments/Civil and Environmental Engineering/Metallbau (Prof. Mensinger)
14989,TUBVGBA,"Lehrstuhl und Prüfamt für Grundbau, Bodenmechanik, Felsmechanik und Tunnelbau (Prof. Cudmani)","TUM/Schools/Engineering and Design/Departments/Civil and Environmental Engineering/Grundbau, Bodenmechanik, Felsmechanik und Tunnelbau (Prof. Cudmani)"
14990,TUBVBPM,Lehrstuhl für Bauprozessmanagement (Prof. Nübel),TUM/Schools/Engineering and Design/Departments/Civil and Environmental Engineering/Bauprozessmanagement (Prof. Nübel)
14991,TUBVGEO,Lehrstuhl für Ingenieurgeologie (Prof. Thuro),TUM/Schools/Engineering and Design/Departments/Civil and Environmental Engineering/Ingenieurgeologie (Prof. Thuro)
15045,TUBVWBW,Lehrstuhl für Wasserbau (Prof. Rüther),TUM/Schools/Engineering and Design/Departments/Civil and Environmental Engineering/Wasserbau (Prof. Rüther)
15047,TUBVHFM,Lehrstuhl für Hydrologie und Flussgebietsmanagement (Prof. Disse),TUM/Schools/Engineering and Design/Departments/Civil and Environmental Engineering/Hydrologie und Flussgebietsmanagement (Prof. Disse)
15074,TUBVWGA,Lehrstuhl für Siedlungswasserwirtschaft (Prof. Drewes),TUM/Schools/Engineering and Design/Departments/Civil and Environmental Engineering/Siedlungswasserwirtschaft (Prof. Drewes)
15091,TUBVLVW,Lehrstuhl und Prüfamt für Verkehrswegebau (Prof. Freudenstein),TUM/Schools/Engineering and Design/Departments/Civil and Environmental Engineering/Verkehrswegebau (Prof. Freudenstein)
15092,TUBVVTK,Lehrstuhl für Verkehrstechnik (Prof. Bogenberger),TUM/Schools/Engineering and Design/Departments/Mobility Systems Engineering/Verkehrstechnik (Prof. Bogenberger)
15094,TUBVSVP,Lehrstuhl für Siedlungsstruktur und Verkehrsplanung (Prof. Wulfhorst),TUM/Schools/Engineering and Design/Departments/Mobility Systems Engineering/Siedlungsstruktur und Verkehrsplanung (Prof. Wulfhorst)
15098,TULRGDS,Lehrstuhl für Ingenieurgeodäsie (Prof. Holst),TUM/Schools/Engineering and Design/Departments/Aerospace and Geodesy/Ingenieurgeodäsie (Prof. Holst)
15099,TULRLEW,Lehrstuhl für Bodenordnung und Landentwicklung (Prof. de Vries),TUM/Schools/Engineering and Design/Departments/Aerospace and Geodesy/Bodenordnung und Landentwicklung (Prof. de Vries)
15100,TULRGIS,Lehrstuhl für Geoinformatik (Prof.Kolbe),TUM/Schools/Engineering and Design/Departments/Aerospace and Geodesy/Geoinformatik (Prof.Kolbe)
15101,TULRAPG,Lehrstuhl für Astronomische und Physikalische Geodäsie (Prof. Pail),TUM/Schools/Engineering and Design/Departments/Aerospace and Geodesy/Astronomische und Physikalische Geodäsie (Prof. Pail)
15102,TULRSGD,Professur für Satellitengeodäsie (Prof. Hugentobler),TUM/Schools/Engineering and Design/Departments/Aerospace and Geodesy/Satellitengeodäsie (Prof. Hugentobler)
15103,TULRLFK,Lehrstuhl für Kartographie und Visuelle Analytik (Prof. Meng),TUM/Schools/Engineering and Design/Departments/Aerospace and Geodesy/Kartographie und Visuelle Analytik (Prof. Meng)
15104,TULRLMF,Lehrstuhl für Methodik der Fernerkundung (Prof. Busam komm.),TUM/Schools/Engineering and Design/Departments/Aerospace and Geodesy/Methodik der Fernerkundung (Prof. Busam komm.)
15105,TULRFPF,Professur für Photogrammetrie und Fernerkundung (Prof. Busam),TUM/Schools/Engineering and Design/Departments/Aerospace and Geodesy/Photogrammetrie und Fernerkundung (Prof. Busam)
15135,TUARZ03,Design Factory,TUM/Schools/Engineering and Design/Departments/Architecture/Design Factory
15139,TUARL01,Lehrstuhl für Entwerfen und Gestalten  (Prof. Graff),TUM/Schools/Engineering and Design/Departments/Architecture/Entwerfen und Gestalten  (Prof. Graff)
15140,TUARL02,Professur für Kunst in der Architektur (Prof. Erlund),TUM/Schools/Engineering and Design/Departments/Architecture/Kunst in der Architektur (Prof. Erlund)
15142,TUARL04,"Professur für Entwerfen, Umbau und Denkmalpflege (Prof. Hild)","TUM/Schools/Engineering and Design/Departments/Architecture/Entwerfen, Umbau und Denkmalpflege (Prof. Hild)"
15143,TUARL06,Lehrstuhl für Entwerfen und Konstruieren (Prof. Nagler),TUM/Schools/Engineering and Design/Departments/Architecture/Entwerfen und Konstruieren (Prof. Nagler)
15187,TUARL05,Lehrstuhl für Architekturinformatik (Prof. Petzold),TUM/Schools/Engineering and Design/Departments/Architecture/Architekturinformatik (Prof. Petzold)
15200,TUARL07,"Lehrstuhl für Baugeschichte, Bauforschung und Denkmalpflege (Prof. von Kienlin)","TUM/Schools/Engineering and Design/Departments/Architecture/Baugeschichte, Bauforschung und Denkmalpflege (Prof. von Kienlin)"
15202,TUARZ02,Architekturmuseum (Prof. Lepik),TUM/Schools/Engineering and Design/Departments/Architecture/Architekturmuseum (Prof. Lepik)
15203,TUARL09,"Lehrstuhl für Restaurierung, Kunsttechnologie und Konservierungswissenschaft (Prof. Danzl)","TUM/Schools/Engineering and Design/Departments/Architecture/Restaurierung, Kunsttechnologie und Konservierungswissenschaft (Prof. Danzl)"
15205,TUARL08,"Lehrstuhl für Theorie und Geschichte von Architektur, Kunst und Design (Prof. Erben)","TUM/Schools/Engineering and Design/Departments/Architecture/Theorie und Geschichte von Architektur, Kunst und Design (Prof. Erben)"
15213,TUARL12,Professur für Architektur urbaner Dichte (Prof. Kaestle),TUM/Schools/Engineering and Design/Departments/Architecture/Architektur urbaner Dichte (Prof. Kaestle)
15216,TUARL15,Lehrstuhl für Gebäudetechnologie und klimagerechtes Bauen (Prof. Auer),TUM/Schools/Engineering and Design/Departments/Architecture/Gebäudetechnologie und klimagerechtes Bauen (Prof. Auer)
15219,TUARL24,Lehrstuhl für Landschaftsarchitektur und öffentlichen Raum (Prof. Keller),TUM/Schools/Engineering and Design/Departments/Architecture/Landschaftsarchitektur und öffentlichen Raum (Prof. Keller)
15220,TUARL23,Lehrstuhl für Landschaftsarchitektur und Transformation (Prof. Weilacher),TUM/Schools/Engineering and Design/Departments/Architecture/Landschaftsarchitektur und Transformation (Prof. Weilacher)
15221,TUARL18,Professur für Urban Design (Prof. Boucsein),TUM/Schools/Engineering and Design/Departments/Architecture/Urban Design (Prof. Boucsein)
15222,TUARL19,Lehrstuhl für Städtebau und Wohnungswesen (Prof. Bates),TUM/Schools/Engineering and Design/Departments/Architecture/Städtebau und Wohnungswesen (Prof. Bates)
15223,TUARL20,Lehrstuhl für Nachhaltige Entwicklung von Stadt und Land (Prof. Michaeli),TUM/Schools/Engineering and Design/Departments/Architecture/Nachhaltige Entwicklung von Stadt und Land (Prof. Michaeli)
15234,TUARL22,Lehrstuhl für Raumplanung und Raumentwicklung (Prof. Howe),TUM/Schools/Engineering and Design/Departments/Architecture/Raumplanung und Raumentwicklung (Prof. Howe)
15236,TUARL25,Professur für Landschaftsarchitektur regionaler Freiräume (Prof. Schöbel-Rutschmann),TUM/Schools/Engineering and Design/Departments/Architecture/Landschaftsarchitektur regionaler Freiräume (Prof. Schöbel-Rutschmann)
15252,TUMWFVW,Zentrale Dienste Ehemalige Fakultät für Maschinenwesen,TUM/Fakultäten/Ehemalige Fakultät für Maschinenwesen/Zentrale Dienste
15268,TUMWAIS,Lehrstuhl für Automatisierung und Informationssysteme (Prof. Vogel-Heuser),TUM/Schools/Engineering and Design/Departments/Mechanical Engineering/Automatisierung und Informationssysteme (Prof. Vogel-Heuser)
15270,TUMWMEM,Lehrstuhl für Mikrotechnik und Medizingerätetechnik (Prof. Lüth),TUM/Schools/Engineering and Design/Departments/Mechanical Engineering/Mikrotechnik und Medizingerätetechnik (Prof. Lüth)
15271,TUMWLAM,Lehrstuhl für Angewandte Mechanik (Prof. Rixen),TUM/Schools/Engineering and Design/Departments/Mechanical Engineering/Angewandte Mechanik (Prof. Rixen)
15272,TUMWRTK,Lehrstuhl für Regelungstechnik (Prof. Lohmann),TUM/Schools/Engineering and Design/Departments/Engineering Physics and Computation/Regelungstechnik (Prof. Lohmann)
15276,TUMWWKM,Lehrstuhl für Werkstoffwissenschaften (Prof. Torgersen),TUM/Schools/Engineering and Design/Departments/Materials Engineering/Werkstoffwissenschaften (Prof. Torgersen)
15277,TUMWLNM,Lehrstuhl für Numerische Mechanik (Prof. Wall),TUM/Schools/Engineering and Design/Departments/Engineering Physics and Computation/Numerische Mechanik (Prof. Wall)
15278,TUMWUTG,Lehrstuhl für Umformtechnik und Gießereiwesen (Prof. Volk),TUM/Schools/Engineering and Design/Departments/Mechanical Engineering/Umformtechnik und Gießereiwesen (Prof. Volk)
15279,TUMWLMT,Lehrstuhl für Medizintechnische Materialien und Implantate (Prof. Mela),TUM/Schools/Engineering and Design/Departments/Mechanical Engineering/Medizintechnische Materialien und Implantate (Prof. Mela)
15284,TUMWLFE,Lehrstuhl für Ergonomie (Prof. Bengler),TUM/Schools/Engineering and Design/Departments/Mechanical Engineering/Ergonomie (Prof. Bengler)
15285,TUMWIWB,Lehrstuhl für Werkzeugmaschinen und Fertigungstechnik (Prof. Zäh),TUM/Schools/Engineering and Design/Departments/Mechanical Engineering/Werkzeugmaschinen und Fertigungstechnik (Prof. Zäh)
15286,TUMWBWM,Lehrstuhl für Nachhaltige Produktionssysteme (Prof. Reuter),TUM/Schools/Engineering and Design/Departments/Mechanical Engineering/Nachhaltige Produktionssysteme (Prof. Reuter)
15294,TUMWBVT,Lehrstuhl für Bioverfahrenstechnik (N.N.),TUM/Schools/Engineering and Design/Departments/Energy and Process Engineering/Bioverfahrenstechnik (N.N.)
15298,TUMWFZG,Lehrstuhl für Maschinenelemente (Prof. Stahl),TUM/Schools/Engineering and Design/Departments/Mechanical Engineering/Maschinenelemente (Prof. Stahl)
15299,TUMWFML,Lehrstuhl für Fördertechnik Materialfluss Logistik (Prof. Fottner),TUM/Schools/Engineering and Design/Departments/Mechanical Engineering/Fördertechnik Materialfluss Logistik (Prof. Fottner)
15300,TUMWFTM,Lehrstuhl für Fahrzeugtechnik (Prof. Lienkamp),TUM/Schools/Engineering and Design/Departments/Mobility Systems Engineering/Fahrzeugtechnik (Prof. Lienkamp)
15304,TULRLLS,Lehrstuhl für Luftfahrtsysteme (Prof. Hornung),TUM/Schools/Engineering and Design/Departments/Aerospace and Geodesy/Luftfahrtsysteme (Prof. Hornung)
15305,TULRFSD,Lehrstuhl für Flugsystemdynamik (Prof. Holzapfel),TUM/Schools/Engineering and Design/Departments/Aerospace and Geodesy/Flugsystemdynamik (Prof. Holzapfel)
15307,TUMWAER,Lehrstuhl für Aerodynamik und Strömungsmechanik (Prof. Adams),TUM/Schools/Engineering and Design/Departments/Engineering Physics and Computation/Aerodynamik und Strömungsmechanik (Prof. Adams)
15308,TULRLTF,Lehrstuhl für Turbomaschinen und Flugantriebe (Prof. Gümmer),TUM/Schools/Engineering and Design/Departments/Aerospace and Geodesy/Turbomaschinen und Flugantriebe (Prof. Gümmer)
15309,TULRLRT,Lehrstuhl für Astrodynamik (Prof. Romano),TUM/Schools/Engineering and Design/Departments/Aerospace and Geodesy/Astrodynamik (Prof. Romano)
15315,TUMWLTD,Lehrstuhl für Thermodynamik (Prof. Wen),TUM/Schools/Engineering and Design/Departments/Engineering Physics and Computation/Thermodynamik (Prof. Wen)
15316,TUMWLES,Lehrstuhl für Energiesysteme (Prof. Spliethoff),TUM/Schools/Engineering and Design/Departments/Energy and Process Engineering/Energiesysteme (Prof. Spliethoff)
15318,TUMWLVK,Lehrstuhl für Nachhaltige Mobile Antriebssysteme (Prof. Jaensch),TUM/Schools/Engineering and Design/Departments/Mobility Systems Engineering/Nachhaltige Mobile Antriebssysteme (Prof. Jaensch)
15319,TUMWNUK,Lehrstuhl für Nukleartechnik (Prof. Macián-Juan),TUM/Schools/Engineering and Design/Departments/Energy and Process Engineering/Nukleartechnik (Prof. Macián-Juan)
15328,TUEIDEK,Dekanat EI,TUM/Fakultäten/Ehemalige Fakultät für Elektrotechnik und Informationstechnik/Fakultätsverwaltung/Dekanat EI
15329,TUEISDK,Studiendekan,TUM/Fakultäten/Ehemalige Fakultät für Elektrotechnik und Informationstechnik/Studiendekan
15330,TUEISTD,Studiendekanat EI,TUM/Fakultäten/Ehemalige Fakultät für Elektrotechnik und Informationstechnik/Fakultätsverwaltung/Studiendekanat EI
15331,TUEIFSB,Fakultätsverwaltung Ehemalige Fakultät für Elektrotechnik und Informationstechnik,TUM/Fakultäten/Ehemalige Fakultät für Elektrotechnik und Informationstechnik/Fakultätsverwaltung
