canteen_id,date,position,name,dish_type,prices_json,labels_json,source_url,last_update
mensa-garching,2026-06-17,7,Pudding mit Vanillegeschmack und Brombeeren,Dessert (Glas),"{""students"":{""base_price"":0,""price_per_unit"":0.9,""unit"":""100g""},""staff"":{""base_price"":0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":0,""price_per_unit"":1.6,""unit"":""100g""}}","[""GELATIN"",""LACTOSE"",""MILK"",""VEGETARIAN""]",https://tum-dev.github.io/eat-api/#!/de/mensa-garching,2026-06-17
mensa-garching,2026-06-18,0,Spinatspätzlepfanne mit Bergkäse und abgeschmelzten Zwiebeln,Pasta,"{""students"":{""base_price"":1.0,""price_per_unit"":0.9,""unit"":""100g""},""staff"":{""base_price"":1.0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":1.0,""price_per_unit"":1.6,""unit"":""100g""}}","[""CEREAL"",""CHICKEN_EGGS"",""GLUTEN"",""LACTOSE"",""MEAT"",""MILK"",""WHEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-garching,2026-06-17
mensa-garching,2026-06-18,1,Pizza Pollo (mit Hähnchenbrustfilet),Pizza,"{""students"":{""base_price"":5.0,""price_per_unit"":0.0,""unit"":""100g""},""staff"":{""base_price"":5.5,""price_per_unit"":0.0,""unit"":""100g""},""guests"":{""base_price"":6.5,""price_per_unit"":0.0,""unit"":""100g""}}","[""BARLEY"",""CEREAL"",""GLUTEN"",""LACTOSE"",""MEAT"",""MILK"",""SOY"",""WHEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-garching,2026-06-17
mensa-garching,2026-06-18,2,Tandoori Chicken (1 Stück) in Joghurtmarinade und Gurken-Minz-Dip,Grill,"{""students"":{""base_price"":1.0,""price_per_unit"":0.9,""unit"":""100g""},""staff"":{""base_price"":1.0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":1.0,""price_per_unit"":1.6,""unit"":""100g""}}","[""GARLIC"",""LACTOSE"",""MEAT"",""MILK"",""MUSTARD""]",https://tum-dev.github.io/eat-api/#!/de/mensa-garching,2026-06-17
mensa-garching,2026-06-18,3,Asiatisches Wokgemüse,Wok,"{""students"":{""base_price"":0,""price_per_unit"":0.9,""unit"":""100g""},""staff"":{""base_price"":0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":0,""price_per_unit"":1.6,""unit"":""100g""}}","[""GARLIC"",""SOY"",""VEGAN"",""VEGETARIAN""]",https://tum-dev.github.io/eat-api/#!/de/mensa-garching,2026-06-17
mensa-garching,2026-06-18,4,Italienischer Bohneneintopf,Studitopf,"{""students"":{""base_price"":0,""price_per_unit"":0.33,""unit"":""100g""},""staff"":{""base_price"":0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":0,""price_per_unit"":1.6,""unit"":""100g""}}","[""CELERY"",""VEGAN"",""VEGETARIAN""]",https://tum-dev.github.io/eat-api/#!/de/mensa-garching,2026-06-17
mensa-garching,2026-06-18,5,Schaschlik (1 Stück) mit Honig-Currysauce,Fleisch,"{""students"":{""base_price"":1.0,""price_per_unit"":0.9,""unit"":""100g""},""staff"":{""base_price"":1.0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":1.0,""price_per_unit"":1.6,""unit"":""100g""}}","[""CELERY"",""MEAT"",""MUSTARD"",""PORK"",""SWEETENERS""]",https://tum-dev.github.io/eat-api/#!/de/mensa-garching,2026-06-17
mensa-garching,2026-06-18,6,Veganes Tomatenragout mit Falafel,Vegan,"{""students"":{""base_price"":0,""price_per_unit"":0.9,""unit"":""100g""},""staff"":{""base_price"":0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":0,""price_per_unit"":1.6,""unit"":""100g""}}","[""CEREAL"",""GARLIC"",""GLUTEN"",""MUSTARD"",""VEGAN"",""VEGETARIAN"",""WHEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-garching,2026-06-17
mensa-garching,2026-06-18,7,Currysuppe mit Kokos und Teriyakigemüse,"Tagessupe, Brot, Obst","{""students"":{""base_price"":0,""price_per_unit"":0.9,""unit"":""100g""},""staff"":{""base_price"":0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":0,""price_per_unit"":1.6,""unit"":""100g""}}","[""CEREAL"",""GARLIC"",""GLUTEN"",""MUSTARD"",""PRESERVATIVES"",""SESAME"",""SHELL_FRUITS"",""SOY"",""VEGAN"",""VEGETARIAN"",""WHEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-garching,2026-06-17
mensa-garching,2026-06-18,8,Schokopudding mit Sahne,Dessert (Glas),"{""students"":{""base_price"":0,""price_per_unit"":0.9,""unit"":""100g""},""staff"":{""base_price"":0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":0,""price_per_unit"":1.6,""unit"":""100g""}}","[""LACTOSE"",""MILK"",""VEGETARIAN""]",https://tum-dev.github.io/eat-api/#!/de/mensa-garching,2026-06-17
mensa-garching,2026-06-19,0,Pasta mit Gorgonzola-Walnuss-Sauce,Pasta,"{""students"":{""base_price"":1.0,""price_per_unit"":0.9,""unit"":""100g""},""staff"":{""base_price"":1.0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":1.0,""price_per_unit"":1.6,""unit"":""100g""}}","[""CEREAL"",""GLUTEN"",""LACTOSE"",""MEAT"",""MILK"",""SHELLFISH"",""SHELL_FRUITS"",""WALNUTS"",""WHEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-garching,2026-06-17
mensa-garching,2026-06-19,1,Schaschlik (1 Stück) mit Honig-Currysauce,Grill,"{""students"":{""base_price"":1.0,""price_per_unit"":0.9,""unit"":""100g""},""staff"":{""base_price"":1.0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":1.0,""price_per_unit"":1.6,""unit"":""100g""}}","[""CELERY"",""MEAT"",""MUSTARD"",""PORK"",""SWEETENERS""]",https://tum-dev.github.io/eat-api/#!/de/mensa-garching,2026-06-17
mensa-garching,2026-06-19,2,Scharfe Chunks (aus Erbsenprotein) mit Mais (scharf),Wok,"{""students"":{""base_price"":0,""price_per_unit"":0.9,""unit"":""100g""},""staff"":{""base_price"":0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":0,""price_per_unit"":1.6,""unit"":""100g""}}","[""CEREAL"",""GLUTEN"",""SOY"",""VEGAN"",""VEGETARIAN"",""WHEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-garching,2026-06-17
mensa-garching,2026-06-19,3,Kokos-Pilz-Topf mit Glasnudeln,Studitopf,"{""students"":{""base_price"":0,""price_per_unit"":0.33,""unit"":""100g""},""staff"":{""base_price"":0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":0,""price_per_unit"":1.6,""unit"":""100g""}}","[""MUSTARD"",""PRESERVATIVES"",""VEGAN"",""VEGETARIAN""]",https://tum-dev.github.io/eat-api/#!/de/mensa-garching,2026-06-17
mensa-garching,2026-06-19,4,Forelle Müllerin Art (1 Stück) mit Mandelbutter oder Zitronensauce,Fisch,"{""students"":{""base_price"":1.5,""price_per_unit"":0.9,""unit"":""100g""},""staff"":{""base_price"":1.5,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":1.5,""price_per_unit"":1.6,""unit"":""100g""}}","[""ALMONDS"",""CEREAL"",""FISH"",""GLUTEN"",""LACTOSE"",""MILK"",""SHELLFISH"",""SHELL_FRUITS"",""WHEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-garching,2026-06-17
mensa-garching,2026-06-19,5,Milchreis mit Zimtzucker mit Apfelmus,Süßspeise,"{""students"":{""base_price"":0,""price_per_unit"":0.9,""unit"":""100g""},""staff"":{""base_price"":0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":0,""price_per_unit"":1.6,""unit"":""100g""}}","[""ANTIOXIDANTS"",""LACTOSE"",""MILK"",""VEGETARIAN""]",https://tum-dev.github.io/eat-api/#!/de/mensa-garching,2026-06-17
mensa-garching,2026-06-19,6,Tagessuppe,"Tagessupe, Brot, Obst","{""students"":{""base_price"":1.0,""price_per_unit"":0.9,""unit"":""100g""},""staff"":{""base_price"":1.0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":1.0,""price_per_unit"":1.6,""unit"":""100g""}}","[""MEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-garching,2026-06-17
mensa-garching,2026-06-19,7,Vanillecreme mit Erdbeeren,Dessert (Glas),"{""students"":{""base_price"":0,""price_per_unit"":0.9,""unit"":""100g""},""staff"":{""base_price"":0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":0,""price_per_unit"":1.6,""unit"":""100g""}}","[""LACTOSE"",""MILK"",""VEGETARIAN""]",https://tum-dev.github.io/eat-api/#!/de/mensa-garching,2026-06-17
mensa-garching,2026-06-22,0,Tortellini (Käsefüllung) mit Käse-Sahne-Sauce,Pasta,"{""students"":{""base_price"":0,""price_per_unit"":0.9,""unit"":""100g""},""staff"":{""base_price"":0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":0,""price_per_unit"":1.6,""unit"":""100g""}}","[""CEREAL"",""CHICKEN_EGGS"",""GARLIC"",""GLUTEN"",""LACTOSE"",""MILK"",""VEGETARIAN"",""WHEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-garching,2026-06-17
mensa-garching,2026-06-22,1,Currywurst mit Honig-Ingwer-Ketchup (1 Stück),Grill,"{""students"":{""base_price"":0.5,""price_per_unit"":0.9,""unit"":""100g""},""staff"":{""base_price"":0.5,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":0.5,""price_per_unit"":1.6,""unit"":""100g""}}","[""BEEF"",""CELERY"",""MEAT"",""MUSTARD"",""PHOSPHATES"",""PORK"",""SWEETENERS""]",https://tum-dev.github.io/eat-api/#!/de/mensa-garching,2026-06-17
mensa-garching,2026-06-22,2,Buntes Gemüsecurry mit Linsen,Wok,"{""students"":{""base_price"":0,""price_per_unit"":0.9,""unit"":""100g""},""staff"":{""base_price"":0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":0,""price_per_unit"":1.6,""unit"":""100g""}}","[""CEREAL"",""GARLIC"",""GLUTEN"",""PRESERVATIVES"",""SOY"",""VEGAN"",""VEGETARIAN"",""WHEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-garching,2026-06-17
mensa-garching,2026-06-22,3,Kartoffeleintopf mit Kichererbsen,Studitopf,"{""students"":{""base_price"":0,""price_per_unit"":0.33,""unit"":""100g""},""staff"":{""base_price"":0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":0,""price_per_unit"":1.6,""unit"":""100g""}}","[""VEGAN"",""VEGETARIAN""]",https://tum-dev.github.io/eat-api/#!/de/mensa-garching,2026-06-17
mensa-garching,2026-06-22,4,Mexikanisches Chili sin carne mit Sojaschnetzel,Vegetarisch/fleischlos,"{""students"":{""base_price"":0,""price_per_unit"":0.9,""unit"":""100g""},""staff"":{""base_price"":0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":0,""price_per_unit"":1.6,""unit"":""100g""}}","[""SOY"",""VEGAN"",""VEGETARIAN""]",https://tum-dev.github.io/eat-api/#!/de/mensa-garching,2026-06-17
mensa-garching,2026-06-22,5,Chili con Carne,Fleisch,"{""students"":{""base_price"":1.0,""price_per_unit"":0.9,""unit"":""100g""},""staff"":{""base_price"":1.0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":1.0,""price_per_unit"":1.6,""unit"":""100g""}}","[""BEEF"",""CELERY"",""CEREAL"",""GLUTEN"",""LACTOSE"",""MEAT"",""MILK"",""WHEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-garching,2026-06-17
mensa-garching,2026-06-22,6,Tagessuppe,"Tagessupe, Brot, Obst","{""students"":{""base_price"":1.0,""price_per_unit"":0.9,""unit"":""100g""},""staff"":{""base_price"":1.0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":1.0,""price_per_unit"":1.6,""unit"":""100g""}}","[""MEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-garching,2026-06-17
mensa-garching,2026-06-22,7,Vanillesahnequark,Dessert (Glas),"{""students"":{""base_price"":0,""price_per_unit"":0.9,""unit"":""100g""},""staff"":{""base_price"":0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":0,""price_per_unit"":1.6,""unit"":""100g""}}","[""LACTOSE"",""MILK"",""VEGETARIAN""]",https://tum-dev.github.io/eat-api/#!/de/mensa-garching,2026-06-17
mensa-garching,2026-06-23,0,Pasta Verdura,Pasta,"{""students"":{""base_price"":0,""price_per_unit"":0.9,""unit"":""100g""},""staff"":{""base_price"":0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":0,""price_per_unit"":1.6,""unit"":""100g""}}","[""CEREAL"",""GLUTEN"",""VEGAN"",""VEGETARIAN"",""WHEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-garching,2026-06-17
mensa-garching,2026-06-23,1,Pfannengyros vom Schwein (S vom Strohschwein) mit Tsatsiki,Grill,"{""students"":{""base_price"":1.0,""price_per_unit"":0.9,""unit"":""100g""},""staff"":{""base_price"":1.0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":1.0,""price_per_unit"":1.6,""unit"":""100g""}}","[""ANTIOXIDANTS"",""DYESTUFF"",""GARLIC"",""LACTOSE"",""MEAT"",""MILK"",""SULFITES"",""SULPHURS""]",https://tum-dev.github.io/eat-api/#!/de/mensa-garching,2026-06-17
mensa-garching,2026-06-23,2,"Reistopf mit Kidneybohnen, Paprika und Mais",Studitopf,"{""students"":{""base_price"":0,""price_per_unit"":0.33,""unit"":""100g""},""staff"":{""base_price"":0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":0,""price_per_unit"":1.6,""unit"":""100g""}}","[""VEGAN"",""VEGETARIAN""]",https://tum-dev.github.io/eat-api/#!/de/mensa-garching,2026-06-17
mensa-garching,2026-06-23,3,Tomate-Mozzarella-Strudel mit Basilikumdip,Vegetarisch/fleischlos,"{""students"":{""base_price"":0,""price_per_unit"":0.9,""unit"":""100g""},""staff"":{""base_price"":0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":0,""price_per_unit"":1.6,""unit"":""100g""}}","[""BARLEY"",""CEREAL"",""GARLIC"",""GLUTEN"",""LACTOSE"",""MILK"",""RYE"",""VEGETARIAN"",""WHEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-garching,2026-06-17
mensa-garching,2026-06-23,4,Köfte (3 Stück) mit Gurken-Minz-Joghurt-Dip,Fleisch,"{""students"":{""base_price"":1.0,""price_per_unit"":0.9,""unit"":""100g""},""staff"":{""base_price"":1.0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":1.0,""price_per_unit"":1.6,""unit"":""100g""}}","[""BEEF"",""CEREAL"",""GARLIC"",""GLUTEN"",""LACTOSE"",""MEAT"",""MILK"",""WHEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-garching,2026-06-17
mensa-garching,2026-06-23,5,"Mini-Germknödel mit Kirschfüllung, dazu Vanillesauce",Süßspeise,"{""students"":{""base_price"":0,""price_per_unit"":0.9,""unit"":""100g""},""staff"":{""base_price"":0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":0,""price_per_unit"":1.6,""unit"":""100g""}}","[""CEREAL"",""CHICKEN_EGGS"",""GLUTEN"",""LACTOSE"",""MILK"",""VEGETARIAN"",""WHEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-garching,2026-06-17
mensa-garching,2026-06-23,6,Tagessuppe,"Tagessupe, Brot, Obst","{""students"":{""base_price"":1.0,""price_per_unit"":0.9,""unit"":""100g""},""staff"":{""base_price"":1.0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":1.0,""price_per_unit"":1.6,""unit"":""100g""}}","[""MEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-garching,2026-06-17
mensa-garching,2026-06-23,7,Tiramisu,Dessert (Glas),"{""students"":{""base_price"":1.0,""price_per_unit"":0.9,""unit"":""100g""},""staff"":{""base_price"":1.0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":1.0,""price_per_unit"":1.6,""unit"":""100g""}}","[""ALCOHOL"",""CEREAL"",""CHICKEN_EGGS"",""GELATIN"",""GLUTEN"",""LACTOSE"",""MEAT"",""MILK"",""SULFITES"",""SULPHURS"",""WHEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-garching,2026-06-17
mensa-garching,2026-06-24,0,"Pasta mit Spargel, Lauch und Chili (scharf) , dazu Hartkäse",Pasta,"{""students"":{""base_price"":0,""price_per_unit"":0.9,""unit"":""100g""},""staff"":{""base_price"":0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":0,""price_per_unit"":1.6,""unit"":""100g""}}","[""CEREAL"",""GLUTEN"",""LACTOSE"",""MILK"",""VEGAN"",""VEGETARIAN"",""WHEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-garching,2026-06-17
mensa-garching,2026-06-24,1,Gegrillte Zucchini mit Tomaten-Paprika-Ragout,Grill,"{""students"":{""base_price"":0,""price_per_unit"":0.9,""unit"":""100g""},""staff"":{""base_price"":0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":0,""price_per_unit"":1.6,""unit"":""100g""}}","[""VEGAN"",""VEGETARIAN""]",https://tum-dev.github.io/eat-api/#!/de/mensa-garching,2026-06-17
mensa-garching,2026-06-24,2,Champignonreistopf,Studitopf,"{""students"":{""base_price"":0,""price_per_unit"":0.33,""unit"":""100g""},""staff"":{""base_price"":0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":0,""price_per_unit"":1.6,""unit"":""100g""}}","[""CELERY"",""VEGAN"",""VEGETARIAN""]",https://tum-dev.github.io/eat-api/#!/de/mensa-garching,2026-06-17
mensa-garching,2026-06-24,3,Spinatknödel mit Bergkäsesauce,Vegetarisch/fleischlos,"{""students"":{""base_price"":1.0,""price_per_unit"":0.9,""unit"":""100g""},""staff"":{""base_price"":1.0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":1.0,""price_per_unit"":1.6,""unit"":""100g""}}","[""ALCOHOL"",""CEREAL"",""CHICKEN_EGGS"",""GLUTEN"",""LACTOSE"",""MEAT"",""MILK"",""SULFITES"",""SULPHURS"",""WHEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-garching,2026-06-17
mensa-garching,2026-06-24,4,Andalusisches Rinderragout,Fleisch,"{""students"":{""base_price"":1.0,""price_per_unit"":0.9,""unit"":""100g""},""staff"":{""base_price"":1.0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":1.0,""price_per_unit"":1.6,""unit"":""100g""}}","[""ALCOHOL"",""BEEF"",""CEREAL"",""GLUTEN"",""MEAT"",""SULFITES"",""SULPHURS"",""WHEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-garching,2026-06-17
mensa-garching,2026-06-24,5,"Fisch (Seelachs, 6 Stück) and chips mit Sauce Tartare",Fisch,"{""students"":{""base_price"":1.5,""price_per_unit"":0.9,""unit"":""100g""},""staff"":{""base_price"":1.5,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":1.5,""price_per_unit"":1.6,""unit"":""100g""}}","[""BARLEY"",""CELERY"",""CEREAL"",""CHICKEN_EGGS"",""DYESTUFF"",""FISH"",""GARLIC"",""GLUTEN"",""LACTOSE"",""MILK"",""MUSTARD"",""SWEETENERS"",""WHEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-garching,2026-06-17
mensa-garching,2026-06-24,6,Tagessuppe,"Tagessupe, Brot, Obst","{""students"":{""base_price"":1.0,""price_per_unit"":0.9,""unit"":""100g""},""staff"":{""base_price"":1.0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":1.0,""price_per_unit"":1.6,""unit"":""100g""}}","[""MEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-garching,2026-06-17
mensa-garching,2026-06-24,7,Veganes Mousse au Chocolat,Dessert (Glas),"{""students"":{""base_price"":0,""price_per_unit"":0.9,""unit"":""100g""},""staff"":{""base_price"":0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":0,""price_per_unit"":1.6,""unit"":""100g""}}","[""CEREAL"",""GLUTEN"",""OAT"",""SOY"",""VEGAN"",""VEGETARIAN""]",https://tum-dev.github.io/eat-api/#!/de/mensa-garching,2026-06-17
mensa-garching,2026-06-25,0,Gemüselasagne,Pasta,"{""students"":{""base_price"":0,""price_per_unit"":0.9,""unit"":""100g""},""staff"":{""base_price"":0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":0,""price_per_unit"":1.6,""unit"":""100g""}}","[""CELERY"",""CEREAL"",""GLUTEN"",""LACTOSE"",""MILK"",""VEGETARIAN"",""WHEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-garching,2026-06-17
mensa-garching,2026-06-25,1,"Putensteak (1 Stück) mit Chimichuri aus Koriander, Tomate und Petersilie",Grill,"{""students"":{""base_price"":1.0,""price_per_unit"":0.9,""unit"":""100g""},""staff"":{""base_price"":1.0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":1.0,""price_per_unit"":1.6,""unit"":""100g""}}","[""MEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-garching,2026-06-17
mensa-garching,2026-06-25,2,Couscous mit Zitrone und Zucchini,Studitopf,"{""students"":{""base_price"":0,""price_per_unit"":0.33,""unit"":""100g""},""staff"":{""base_price"":0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":0,""price_per_unit"":1.6,""unit"":""100g""}}","[""CEREAL"",""GLUTEN"",""VEGAN"",""VEGETARIAN"",""WHEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-garching,2026-06-17
mensa-garching,2026-06-25,3,Gemüseköttbullar (10 Stück) mit Schnittlauchdip,Vegetarisch/fleischlos,"{""students"":{""base_price"":0,""price_per_unit"":0.9,""unit"":""100g""},""staff"":{""base_price"":0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":0,""price_per_unit"":1.6,""unit"":""100g""}}","[""CHICKEN_EGGS"",""LACTOSE"",""MILK"",""VEGETARIAN""]",https://tum-dev.github.io/eat-api/#!/de/mensa-garching,2026-06-17
mensa-garching,2026-06-25,4,Kartoffeltortilla mit mediterranem Gemüse und Paprikasauce,Vegetarisch/fleischlos,"{""students"":{""base_price"":0,""price_per_unit"":0.9,""unit"":""100g""},""staff"":{""base_price"":0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":0,""price_per_unit"":1.6,""unit"":""100g""}}","[""CEREAL"",""CHICKEN_EGGS"",""GLUTEN"",""LACTOSE"",""MILK"",""PRESERVATIVES"",""VEGETARIAN"",""WHEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-garching,2026-06-17
mensa-garching,2026-06-25,5,Gulasch vom Schwein (S vom Strohschwein),Fleisch,"{""students"":{""base_price"":1.0,""price_per_unit"":0.9,""unit"":""100g""},""staff"":{""base_price"":1.0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":1.0,""price_per_unit"":1.6,""unit"":""100g""}}","[""CEREAL"",""GLUTEN"",""MEAT"",""WHEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-garching,2026-06-17
mensa-garching,2026-06-25,6,Tagessuppe,"Tagessupe, Brot, Obst","{""students"":{""base_price"":1.0,""price_per_unit"":0.9,""unit"":""100g""},""staff"":{""base_price"":1.0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":1.0,""price_per_unit"":1.6,""unit"":""100g""}}","[""MEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-garching,2026-06-17
mensa-garching,2026-06-25,7,Panna Cotta mit Himbeeren,Dessert (Glas),"{""students"":{""base_price"":1.0,""price_per_unit"":0.9,""unit"":""100g""},""staff"":{""base_price"":1.0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":1.0,""price_per_unit"":1.6,""unit"":""100g""}}","[""GELATIN"",""LACTOSE"",""MEAT"",""MILK""]",https://tum-dev.github.io/eat-api/#!/de/mensa-garching,2026-06-17
mensa-garching,2026-06-26,0,Pasta mit Tomaten-Frischkäse-Sauce,Pasta,"{""students"":{""base_price"":0,""price_per_unit"":0.9,""unit"":""100g""},""staff"":{""base_price"":0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":0,""price_per_unit"":1.6,""unit"":""100g""}}","[""CEREAL"",""GLUTEN"",""LACTOSE"",""MILK"",""VEGETARIAN"",""WHEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-garching,2026-06-17
mensa-garching,2026-06-26,1,Grüner Erbseneintopf,Studitopf,"{""students"":{""base_price"":0,""price_per_unit"":0.33,""unit"":""100g""},""staff"":{""base_price"":0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":0,""price_per_unit"":1.6,""unit"":""100g""}}","[""CELERY"",""VEGAN"",""VEGETARIAN""]",https://tum-dev.github.io/eat-api/#!/de/mensa-garching,2026-06-17
mensa-garching,2026-06-26,2,Seelachsfilet (1 Stück) nach Müllerin Art mit Dillrahmsauce,Fisch,"{""students"":{""base_price"":1.5,""price_per_unit"":0.9,""unit"":""100g""},""staff"":{""base_price"":1.5,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":1.5,""price_per_unit"":1.6,""unit"":""100g""}}","[""BARLEY"",""CELERY"",""CEREAL"",""DYESTUFF"",""FISH"",""GLUTEN"",""LACTOSE"",""MILK"",""MUSTARD"",""WHEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-garching,2026-06-17
mensa-garching,2026-06-26,3,Paella (mit Meeresfrüchten und Hähnchenfleisch),Fisch,"{""students"":{""base_price"":1.0,""price_per_unit"":0.9,""unit"":""100g""},""staff"":{""base_price"":1.0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":1.0,""price_per_unit"":1.6,""unit"":""100g""}}","[""DYESTUFF"",""MEAT"",""MOLLUSCS"",""SHELLFISH""]",https://tum-dev.github.io/eat-api/#!/de/mensa-garching,2026-06-17
mensa-garching,2026-06-26,4,Kleine Dampfnudel mit Vanillesauce,Süßspeise,"{""students"":{""base_price"":0,""price_per_unit"":0.9,""unit"":""100g""},""staff"":{""base_price"":0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":0,""price_per_unit"":1.6,""unit"":""100g""}}","[""CEREAL"",""CHICKEN_EGGS"",""GLUTEN"",""LACTOSE"",""MILK"",""VEGETARIAN"",""WHEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-garching,2026-06-17
mensa-garching,2026-06-26,5,Tagessuppe,"Tagessupe, Brot, Obst","{""students"":{""base_price"":1.0,""price_per_unit"":0.9,""unit"":""100g""},""staff"":{""base_price"":1.0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":1.0,""price_per_unit"":1.6,""unit"":""100g""}}","[""MEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-garching,2026-06-17
