canteen_id,date,position,name,dish_type,prices_json,labels_json,source_url,last_update
mensa-garching,2026-06-26,6,Vanillecreme mit Sauerkirschen,Dessert (Glas),"{""students"":{""base_price"":0,""price_per_unit"":0.9,""unit"":""100g""},""staff"":{""base_price"":0,""price_per_unit"":1.15,""unit"":""100g""},""guests"":{""base_price"":0,""price_per_unit"":1.6,""unit"":""100g""}}","[""LACTOSE"",""MILK"",""VEGETARIAN""]",https://tum-dev.github.io/eat-api/#!/de/mensa-garching,2026-06-17
mensa-weihenstephan,2026-06-17,0,Pikante Hirse mit schwarzen Bohnen und Gemüse,StudiTopf,"{""students"":{""base_price"":1.0,""price_per_unit"":null,""unit"":null},""staff"":{""base_price"":2.9,""price_per_unit"":null,""unit"":null},""guests"":{""base_price"":3.9,""price_per_unit"":null,""unit"":null}}","[""CELERY"",""PRESERVATIVES"",""VEGAN"",""VEGETARIAN""]",https://tum-dev.github.io/eat-api/#!/de/mensa-weihenstephan,2026-06-17
mensa-weihenstephan,2026-06-17,1,Mac & Cheese,Gericht 1,"{""students"":{""base_price"":2.95,""price_per_unit"":null,""unit"":null},""staff"":{""base_price"":3.9,""price_per_unit"":null,""unit"":null},""guests"":{""base_price"":5.1,""price_per_unit"":null,""unit"":null}}","[""ALCOHOL"",""ANTIOXIDANTS"",""BARLEY"",""CEREAL"",""GLUTEN"",""LACTOSE"",""MILK"",""MUSTARD"",""SOY"",""SULFITES"",""SULPHURS"",""VEGETARIAN"",""WHEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-weihenstephan,2026-06-17
mensa-weihenstephan,2026-06-17,2,Quinoa-Grünkern-Strudel mit Sauerrahm-Dip,Gericht 2,"{""students"":{""base_price"":3.35,""price_per_unit"":null,""unit"":null},""staff"":{""base_price"":4.6,""price_per_unit"":null,""unit"":null},""guests"":{""base_price"":5.9,""price_per_unit"":null,""unit"":null}}","[""BARLEY"",""CELERY"",""CEREAL"",""DYESTUFF"",""GARLIC"",""GLUTEN"",""LACTOSE"",""MILK"",""MUSTARD"",""SOY"",""VEGETARIAN"",""WHEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-weihenstephan,2026-06-17
mensa-weihenstephan,2026-06-17,3,Di Manzo - Rindfleisch in Balsamico,Gericht 4,"{""students"":{""base_price"":4.15,""price_per_unit"":null,""unit"":null},""staff"":{""base_price"":5.3,""price_per_unit"":null,""unit"":null},""guests"":{""base_price"":6.7,""price_per_unit"":null,""unit"":null}}","[""BEEF"",""CEREAL"",""DYESTUFF"",""GLUTEN"",""MEAT"",""SULFITES"",""SULPHURS"",""WHEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-weihenstephan,2026-06-17
mensa-weihenstephan,2026-06-18,0,Italienischer Bohneneintopf,StudiTopf,"{""students"":{""base_price"":1.0,""price_per_unit"":null,""unit"":null},""staff"":{""base_price"":2.9,""price_per_unit"":null,""unit"":null},""guests"":{""base_price"":3.9,""price_per_unit"":null,""unit"":null}}","[""CELERY"",""VEGAN"",""VEGETARIAN""]",https://tum-dev.github.io/eat-api/#!/de/mensa-weihenstephan,2026-06-17
mensa-weihenstephan,2026-06-18,1,Spinatspätzlepfanne mit Käse und abgeschmelzten Zwiebeln,Gericht 2,"{""students"":{""base_price"":3.35,""price_per_unit"":null,""unit"":null},""staff"":{""base_price"":4.6,""price_per_unit"":null,""unit"":null},""guests"":{""base_price"":5.9,""price_per_unit"":null,""unit"":null}}","[""CEREAL"",""CHICKEN_EGGS"",""GLUTEN"",""LACTOSE"",""MEAT"",""MILK"",""WHEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-weihenstephan,2026-06-17
mensa-weihenstephan,2026-06-18,2,Veganes Tomatenragout mit Falafel,Gericht 2,"{""students"":{""base_price"":3.35,""price_per_unit"":null,""unit"":null},""staff"":{""base_price"":4.6,""price_per_unit"":null,""unit"":null},""guests"":{""base_price"":5.9,""price_per_unit"":null,""unit"":null}}","[""CEREAL"",""GARLIC"",""GLUTEN"",""MUSTARD"",""VEGAN"",""VEGETARIAN"",""WHEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-weihenstephan,2026-06-17
mensa-weihenstephan,2026-06-18,3,Tandoori Chicken in Joghurtmarinade und Gurken-Minz-Dip,Gericht 4,"{""students"":{""base_price"":4.15,""price_per_unit"":null,""unit"":null},""staff"":{""base_price"":5.3,""price_per_unit"":null,""unit"":null},""guests"":{""base_price"":6.7,""price_per_unit"":null,""unit"":null}}","[""GARLIC"",""LACTOSE"",""MEAT"",""MILK"",""MUSTARD""]",https://tum-dev.github.io/eat-api/#!/de/mensa-weihenstephan,2026-06-17
mensa-weihenstephan,2026-06-19,0,Kokos-Pilz-Topf mit Glasnudeln,StudiTopf,"{""students"":{""base_price"":1.0,""price_per_unit"":null,""unit"":null},""staff"":{""base_price"":2.9,""price_per_unit"":null,""unit"":null},""guests"":{""base_price"":3.9,""price_per_unit"":null,""unit"":null}}","[""MUSTARD"",""PRESERVATIVES"",""VEGAN"",""VEGETARIAN""]",https://tum-dev.github.io/eat-api/#!/de/mensa-weihenstephan,2026-06-17
mensa-weihenstephan,2026-06-19,1,Milchreis mit Zimtzucker mit Apfelmus,Gericht 1,"{""students"":{""base_price"":2.95,""price_per_unit"":null,""unit"":null},""staff"":{""base_price"":3.9,""price_per_unit"":null,""unit"":null},""guests"":{""base_price"":5.1,""price_per_unit"":null,""unit"":null}}","[""ANTIOXIDANTS"",""LACTOSE"",""MILK"",""VEGETARIAN""]",https://tum-dev.github.io/eat-api/#!/de/mensa-weihenstephan,2026-06-17
mensa-weihenstephan,2026-06-19,2,Forelle Müllerin Art (1 Stück) mit Mandelbutter oder Zitronensauce,Gericht 4,"{""students"":{""base_price"":4.15,""price_per_unit"":null,""unit"":null},""staff"":{""base_price"":5.3,""price_per_unit"":null,""unit"":null},""guests"":{""base_price"":6.7,""price_per_unit"":null,""unit"":null}}","[""ALMONDS"",""CEREAL"",""FISH"",""GLUTEN"",""LACTOSE"",""MILK"",""SHELLFISH"",""SHELL_FRUITS"",""WHEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-weihenstephan,2026-06-17
mensa-weihenstephan,2026-06-22,0,Kartoffeleintopf mit Kichererbsen,StudiTopf,"{""students"":{""base_price"":1.0,""price_per_unit"":null,""unit"":null},""staff"":{""base_price"":2.9,""price_per_unit"":null,""unit"":null},""guests"":{""base_price"":3.9,""price_per_unit"":null,""unit"":null}}","[""VEGAN"",""VEGETARIAN""]",https://tum-dev.github.io/eat-api/#!/de/mensa-weihenstephan,2026-06-17
mensa-weihenstephan,2026-06-22,1,Currywurst mit Honig-Ingwer-Ketchup (1 Stück),Gericht 1,"{""students"":{""base_price"":2.95,""price_per_unit"":null,""unit"":null},""staff"":{""base_price"":3.9,""price_per_unit"":null,""unit"":null},""guests"":{""base_price"":5.1,""price_per_unit"":null,""unit"":null}}","[""BEEF"",""CELERY"",""MEAT"",""MUSTARD"",""PHOSPHATES"",""PORK"",""SWEETENERS""]",https://tum-dev.github.io/eat-api/#!/de/mensa-weihenstephan,2026-06-17
mensa-weihenstephan,2026-06-22,2,Mexikanisches Chili sin carne mit Sojaschnetzel,Gericht 1,"{""students"":{""base_price"":2.95,""price_per_unit"":null,""unit"":null},""staff"":{""base_price"":3.9,""price_per_unit"":null,""unit"":null},""guests"":{""base_price"":5.1,""price_per_unit"":null,""unit"":null}}","[""SOY"",""VEGAN"",""VEGETARIAN""]",https://tum-dev.github.io/eat-api/#!/de/mensa-weihenstephan,2026-06-17
mensa-weihenstephan,2026-06-22,3,Tortellini (Käsefüllung) mit Käse-Sahne-Sauce,Gericht 2,"{""students"":{""base_price"":3.35,""price_per_unit"":null,""unit"":null},""staff"":{""base_price"":4.6,""price_per_unit"":null,""unit"":null},""guests"":{""base_price"":5.9,""price_per_unit"":null,""unit"":null}}","[""CEREAL"",""CHICKEN_EGGS"",""GARLIC"",""GLUTEN"",""LACTOSE"",""MILK"",""VEGETARIAN"",""WHEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-weihenstephan,2026-06-17
mensa-weihenstephan,2026-06-23,0,"Afrikanischer Eintopf aus Kidneybohnen, Erdnussbutter und Kokosmilch",StudiTopf,"{""students"":{""base_price"":1.0,""price_per_unit"":null,""unit"":null},""staff"":{""base_price"":2.9,""price_per_unit"":null,""unit"":null},""guests"":{""base_price"":3.9,""price_per_unit"":null,""unit"":null}}","[""PEANUTS"",""VEGAN"",""VEGETARIAN""]",https://tum-dev.github.io/eat-api/#!/de/mensa-weihenstephan,2026-06-17
mensa-weihenstephan,2026-06-23,1,Pasta Verdura,Gericht 1,"{""students"":{""base_price"":2.95,""price_per_unit"":null,""unit"":null},""staff"":{""base_price"":3.9,""price_per_unit"":null,""unit"":null},""guests"":{""base_price"":5.1,""price_per_unit"":null,""unit"":null}}","[""CEREAL"",""GLUTEN"",""VEGAN"",""VEGETARIAN"",""WHEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-weihenstephan,2026-06-17
mensa-weihenstephan,2026-06-23,2,Köfte (3 Stück) mit Gurken-Minz-Joghurt-Dip,Gericht 3,"{""students"":{""base_price"":3.65,""price_per_unit"":null,""unit"":null},""staff"":{""base_price"":4.95,""price_per_unit"":null,""unit"":null},""guests"":{""base_price"":6.3,""price_per_unit"":null,""unit"":null}}","[""BEEF"",""CEREAL"",""GARLIC"",""GLUTEN"",""LACTOSE"",""MEAT"",""MILK"",""WHEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-weihenstephan,2026-06-17
mensa-weihenstephan,2026-06-23,3,Tomate-Mozzarella-Strudel mit Basilikumdip,Gericht 3,"{""students"":{""base_price"":3.65,""price_per_unit"":null,""unit"":null},""staff"":{""base_price"":4.95,""price_per_unit"":null,""unit"":null},""guests"":{""base_price"":6.3,""price_per_unit"":null,""unit"":null}}","[""BARLEY"",""CEREAL"",""GARLIC"",""GLUTEN"",""LACTOSE"",""MILK"",""RYE"",""VEGETARIAN"",""WHEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-weihenstephan,2026-06-17
mensa-weihenstephan,2026-06-24,0,Champignonreistopf,StudiTopf,"{""students"":{""base_price"":1.0,""price_per_unit"":null,""unit"":null},""staff"":{""base_price"":2.9,""price_per_unit"":null,""unit"":null},""guests"":{""base_price"":3.9,""price_per_unit"":null,""unit"":null}}","[""CELERY"",""VEGAN"",""VEGETARIAN""]",https://tum-dev.github.io/eat-api/#!/de/mensa-weihenstephan,2026-06-17
mensa-weihenstephan,2026-06-24,1,Spinatknödel Tiroler Art mit Käse und Tomatensauce,Gericht 2,"{""students"":{""base_price"":3.35,""price_per_unit"":null,""unit"":null},""staff"":{""base_price"":4.6,""price_per_unit"":null,""unit"":null},""guests"":{""base_price"":5.9,""price_per_unit"":null,""unit"":null}}","[""CEREAL"",""CHICKEN_EGGS"",""GLUTEN"",""LACTOSE"",""MEAT"",""MILK"",""WHEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-weihenstephan,2026-06-17
mensa-weihenstephan,2026-06-24,2,"Pasta mit Spargel, Lauch und Chili (scharf) , dazu Hartkäse",Gericht 2,"{""students"":{""base_price"":3.35,""price_per_unit"":null,""unit"":null},""staff"":{""base_price"":4.6,""price_per_unit"":null,""unit"":null},""guests"":{""base_price"":5.9,""price_per_unit"":null,""unit"":null}}","[""CEREAL"",""GLUTEN"",""LACTOSE"",""MILK"",""VEGAN"",""VEGETARIAN"",""WHEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-weihenstephan,2026-06-17
mensa-weihenstephan,2026-06-24,3,Andalusisches Rinderragout,Gericht 4,"{""students"":{""base_price"":4.15,""price_per_unit"":null,""unit"":null},""staff"":{""base_price"":5.3,""price_per_unit"":null,""unit"":null},""guests"":{""base_price"":6.7,""price_per_unit"":null,""unit"":null}}","[""ALCOHOL"",""BEEF"",""CEREAL"",""GLUTEN"",""MEAT"",""SULFITES"",""SULPHURS"",""WHEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-weihenstephan,2026-06-17
mensa-weihenstephan,2026-06-25,0,Bulgur orientalisch mit Kichererbsen und Spinat,StudiTopf,"{""students"":{""base_price"":1.0,""price_per_unit"":null,""unit"":null},""staff"":{""base_price"":2.9,""price_per_unit"":null,""unit"":null},""guests"":{""base_price"":3.9,""price_per_unit"":null,""unit"":null}}","[""CEREAL"",""GLUTEN"",""VEGAN"",""VEGETARIAN"",""WHEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-weihenstephan,2026-06-17
mensa-weihenstephan,2026-06-25,1,Kartoffeltortilla mit mediterranem Gemüse und Paprikasauce,Gericht 3,"{""students"":{""base_price"":3.65,""price_per_unit"":null,""unit"":null},""staff"":{""base_price"":4.95,""price_per_unit"":null,""unit"":null},""guests"":{""base_price"":6.3,""price_per_unit"":null,""unit"":null}}","[""CEREAL"",""CHICKEN_EGGS"",""GLUTEN"",""LACTOSE"",""MILK"",""PRESERVATIVES"",""VEGETARIAN"",""WHEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-weihenstephan,2026-06-17
mensa-weihenstephan,2026-06-25,2,Gemüseköttbullar (10 Stück) mit Schnittlauchdip,Gericht 3,"{""students"":{""base_price"":3.65,""price_per_unit"":null,""unit"":null},""staff"":{""base_price"":4.95,""price_per_unit"":null,""unit"":null},""guests"":{""base_price"":6.3,""price_per_unit"":null,""unit"":null}}","[""CHICKEN_EGGS"",""LACTOSE"",""MILK"",""VEGETARIAN""]",https://tum-dev.github.io/eat-api/#!/de/mensa-weihenstephan,2026-06-17
mensa-weihenstephan,2026-06-25,3,Schweinebraten mit Biersauce (S vom Strohschwein),Gericht 3,"{""students"":{""base_price"":3.65,""price_per_unit"":null,""unit"":null},""staff"":{""base_price"":4.95,""price_per_unit"":null,""unit"":null},""guests"":{""base_price"":6.3,""price_per_unit"":null,""unit"":null}}","[""ALCOHOL"",""CEREAL"",""GLUTEN"",""MEAT"",""WHEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-weihenstephan,2026-06-17
mensa-weihenstephan,2026-06-26,0,Grüner Erbseneintopf,StudiTopf,"{""students"":{""base_price"":1.0,""price_per_unit"":null,""unit"":null},""staff"":{""base_price"":2.9,""price_per_unit"":null,""unit"":null},""guests"":{""base_price"":3.9,""price_per_unit"":null,""unit"":null}}","[""CELERY"",""VEGAN"",""VEGETARIAN""]",https://tum-dev.github.io/eat-api/#!/de/mensa-weihenstephan,2026-06-17
mensa-weihenstephan,2026-06-26,1,Dampfnudel mit Vanillesauce,Gericht 2,"{""students"":{""base_price"":3.35,""price_per_unit"":null,""unit"":null},""staff"":{""base_price"":4.6,""price_per_unit"":null,""unit"":null},""guests"":{""base_price"":5.9,""price_per_unit"":null,""unit"":null}}","[""CEREAL"",""CHICKEN_EGGS"",""GLUTEN"",""LACTOSE"",""MILK"",""VEGETARIAN"",""WHEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-weihenstephan,2026-06-17
mensa-weihenstephan,2026-06-26,2,Grüner Erbseneintopf mit ein Paar Wiener,Gericht 2,"{""students"":{""base_price"":3.35,""price_per_unit"":null,""unit"":null},""staff"":{""base_price"":4.6,""price_per_unit"":null,""unit"":null},""guests"":{""base_price"":5.9,""price_per_unit"":null,""unit"":null}}","[""ANTIOXIDANTS"",""BEEF"",""CELERY"",""MEAT"",""PHOSPHATES"",""PORK"",""PRESERVATIVES""]",https://tum-dev.github.io/eat-api/#!/de/mensa-weihenstephan,2026-06-17
mensa-weihenstephan,2026-06-26,3,Seelachsfilet nach Müllerin Art mit Dillrahmsauce,Gericht 4,"{""students"":{""base_price"":4.15,""price_per_unit"":null,""unit"":null},""staff"":{""base_price"":5.3,""price_per_unit"":null,""unit"":null},""guests"":{""base_price"":6.7,""price_per_unit"":null,""unit"":null}}","[""BARLEY"",""CELERY"",""CEREAL"",""DYESTUFF"",""FISH"",""GLUTEN"",""LACTOSE"",""MILK"",""MUSTARD"",""WHEAT""]",https://tum-dev.github.io/eat-api/#!/de/mensa-weihenstephan,2026-06-17
