lat,lon,r_alias,r_id,r_level,r_number,b_alias,b_area,b_id,b_name,default_map_scale,default_map_id,default_map_name,default_map_width,default_map_height,maps_json,metas_json
48.150652125188046,11.5682718279951,BÜRO,N0128@0101,0,N0128,U-Trakt,München - Stammgelände Nord,0101,N1,4000,rf12,Stammgelände Basiskarte,501,484,"[[""500"", ""rf66"", ""U-Trakt EG"", 525, 443], [""4000"", ""rf12"", ""Stammgel\u00e4nde Basiskarte"", 501, 484], [""5000"", ""rf10"", ""Lageplan TUM"", 657, 951], [""200000"", ""rf54"", ""M\u00fcnchen"", 640, 603], [""400000"", ""rf156"", ""M\u00fcnchen und Umgebung"", 420, 515]]",[]
48.15063651783889,11.568327623980446,BÜRO,N0129@0101,0,N0129,U-Trakt,München - Stammgelände Nord,0101,N1,4000,rf12,Stammgelände Basiskarte,501,484,"[[""500"", ""rf66"", ""U-Trakt EG"", 525, 443], [""4000"", ""rf12"", ""Stammgel\u00e4nde Basiskarte"", 501, 484], [""5000"", ""rf10"", ""Lageplan TUM"", 657, 951], [""200000"", ""rf54"", ""M\u00fcnchen"", 640, 603], [""400000"", ""rf156"", ""M\u00fcnchen und Umgebung"", 420, 515]]",[]
48.150622644417616,11.568377220372708,BÜRO,N0130@0101,0,N0130,U-Trakt,München - Stammgelände Nord,0101,N1,4000,rf12,Stammgelände Basiskarte,501,484,"[[""500"", ""rf66"", ""U-Trakt EG"", 525, 443], [""4000"", ""rf12"", ""Stammgel\u00e4nde Basiskarte"", 501, 484], [""5000"", ""rf10"", ""Lageplan TUM"", 657, 951], [""200000"", ""rf54"", ""M\u00fcnchen"", 640, 603], [""400000"", ""rf156"", ""M\u00fcnchen und Umgebung"", 420, 515]]",[]
48.150610504932104,11.568420617182188,BÜRO,N0131@0101,0,N0131,U-Trakt,München - Stammgelände Nord,0101,N1,4000,rf12,Stammgelände Basiskarte,501,484,"[[""500"", ""rf66"", ""U-Trakt EG"", 525, 443], [""4000"", ""rf12"", ""Stammgel\u00e4nde Basiskarte"", 501, 484], [""5000"", ""rf10"", ""Lageplan TUM"", 657, 951], [""200000"", ""rf54"", ""M\u00fcnchen"", 640, 603], [""400000"", ""rf156"", ""M\u00fcnchen und Umgebung"", 420, 515]]",[]
48.150598365430554,11.568464013970626,BÜRO,N0132@0101,0,N0132,U-Trakt,München - Stammgelände Nord,0101,N1,4000,rf12,Stammgelände Basiskarte,501,484,"[[""500"", ""rf66"", ""U-Trakt EG"", 525, 443], [""4000"", ""rf12"", ""Stammgel\u00e4nde Basiskarte"", 501, 484], [""5000"", ""rf10"", ""Lageplan TUM"", 657, 951], [""200000"", ""rf54"", ""M\u00fcnchen"", 640, 603], [""400000"", ""rf156"", ""M\u00fcnchen und Umgebung"", 420, 515]]",[]
48.150584491951605,11.568513610287342,BÜRO,N0133@0101,0,N0133,U-Trakt,München - Stammgelände Nord,0101,N1,4000,rf12,Stammgelände Basiskarte,501,484,"[[""500"", ""rf66"", ""U-Trakt EG"", 525, 443], [""4000"", ""rf12"", ""Stammgel\u00e4nde Basiskarte"", 501, 484], [""5000"", ""rf10"", ""Lageplan TUM"", 657, 951], [""200000"", ""rf54"", ""M\u00fcnchen"", 640, 603], [""400000"", ""rf156"", ""M\u00fcnchen und Umgebung"", 420, 515]]",[]
48.150568884487434,11.568569406122034,Seminarraum,N0134@0101,0,N0134,U-Trakt,München - Stammgelände Nord,0101,N1,4000,rf12,Stammgelände Basiskarte,501,484,"[[""500"", ""rf66"", ""U-Trakt EG"", 525, 443], [""4000"", ""rf12"", ""Stammgel\u00e4nde Basiskarte"", 501, 484], [""5000"", ""rf10"", ""Lageplan TUM"", 657, 951], [""200000"", ""rf54"", ""M\u00fcnchen"", 640, 603], [""400000"", ""rf156"", ""M\u00fcnchen und Umgebung"", 420, 515]]",[]
48.15054980816251,11.56863760095896,BÜRO,N0136@0101,0,N0136,U-Trakt,München - Stammgelände Nord,0101,N1,4000,rf12,Stammgelände Basiskarte,501,484,"[[""500"", ""rf66"", ""U-Trakt EG"", 525, 443], [""4000"", ""rf12"", ""Stammgel\u00e4nde Basiskarte"", 501, 484], [""5000"", ""rf10"", ""Lageplan TUM"", 657, 951], [""200000"", ""rf54"", ""M\u00fcnchen"", 640, 603], [""400000"", ""rf156"", ""M\u00fcnchen und Umgebung"", 420, 515]]",[]
48.150523795908796,11.568730593883663,SEMINARRAUM,N0137@0101,0,N0137,U-Trakt,München - Stammgelände Nord,0101,N1,4000,rf12,Stammgelände Basiskarte,501,484,"[[""500"", ""rf66"", ""U-Trakt EG"", 525, 443], [""4000"", ""rf12"", ""Stammgel\u00e4nde Basiskarte"", 501, 484], [""5000"", ""rf10"", ""Lageplan TUM"", 657, 951], [""200000"", ""rf54"", ""M\u00fcnchen"", 640, 603], [""400000"", ""rf156"", ""M\u00fcnchen und Umgebung"", 420, 515]]",[]
48.15050298551348,11.568804988126963,BÜRO,N0138@0101,0,N0138,U-Trakt,München - Stammgelände Nord,0101,N1,4000,rf12,Stammgelände Basiskarte,501,484,"[[""500"", ""rf66"", ""U-Trakt EG"", 525, 443], [""4000"", ""rf12"", ""Stammgel\u00e4nde Basiskarte"", 501, 484], [""5000"", ""rf10"", ""Lageplan TUM"", 657, 951], [""200000"", ""rf54"", ""M\u00fcnchen"", 640, 603], [""400000"", ""rf156"", ""M\u00fcnchen und Umgebung"", 420, 515]]",[]
48.150490845869705,11.568848384729149,BÜRO,N0139@0101,0,N0139,U-Trakt,München - Stammgelände Nord,0101,N1,4000,rf12,Stammgelände Basiskarte,501,484,"[[""500"", ""rf66"", ""U-Trakt EG"", 525, 443], [""4000"", ""rf12"", ""Stammgel\u00e4nde Basiskarte"", 501, 484], [""5000"", ""rf10"", ""Lageplan TUM"", 657, 951], [""200000"", ""rf54"", ""M\u00fcnchen"", 640, 603], [""400000"", ""rf156"", ""M\u00fcnchen und Umgebung"", 420, 515]]",[]
48.15046867508925,11.568892797066532,WINDFANG,N0140@0101,0,N0140,U-Trakt,München - Stammgelände Nord,0101,N1,4000,rf12,Stammgelände Basiskarte,501,484,"[[""500"", ""rf66"", ""U-Trakt EG"", 525, 443], [""4000"", ""rf12"", ""Stammgel\u00e4nde Basiskarte"", 501, 484], [""5000"", ""rf10"", ""Lageplan TUM"", 657, 951], [""200000"", ""rf54"", ""M\u00fcnchen"", 640, 603], [""400000"", ""rf156"", ""M\u00fcnchen und Umgebung"", 420, 515]]",[]
48.15046204519396,11.568968766681289,SEKRETARIAT,N0141@0101,0,N0141,U-Trakt,München - Stammgelände Nord,0101,N1,4000,rf12,Stammgelände Basiskarte,501,484,"[[""500"", ""rf66"", ""U-Trakt EG"", 525, 443], [""4000"", ""rf12"", ""Stammgel\u00e4nde Basiskarte"", 501, 484], [""5000"", ""rf10"", ""Lageplan TUM"", 657, 951], [""200000"", ""rf54"", ""M\u00fcnchen"", 640, 603], [""400000"", ""rf156"", ""M\u00fcnchen und Umgebung"", 420, 515]]",[]
48.150424708006206,11.568945443059988,BÜRO,N0142@0101,0,N0142,U-Trakt,München - Stammgelände Nord,0101,N1,4000,rf12,Stammgelände Basiskarte,501,484,"[[""500"", ""rf66"", ""U-Trakt EG"", 525, 443], [""4000"", ""rf12"", ""Stammgel\u00e4nde Basiskarte"", 501, 484], [""5000"", ""rf10"", ""Lageplan TUM"", 657, 951], [""200000"", ""rf54"", ""M\u00fcnchen"", 640, 603], [""400000"", ""rf156"", ""M\u00fcnchen und Umgebung"", 420, 515]]",[]
48.150391519396884,11.56892471068287,BÜRO,N0144@0101,0,N0144,U-Trakt,München - Stammgelände Nord,0101,N1,4000,rf12,Stammgelände Basiskarte,501,484,"[[""500"", ""rf66"", ""U-Trakt EG"", 525, 443], [""4000"", ""rf12"", ""Stammgel\u00e4nde Basiskarte"", 501, 484], [""5000"", ""rf10"", ""Lageplan TUM"", 657, 951], [""200000"", ""rf54"", ""M\u00fcnchen"", 640, 603], [""400000"", ""rf156"", ""M\u00fcnchen und Umgebung"", 420, 515]]",[]
48.15036247936764,11.568906569539655,BÜRO,N0146@0101,0,N0146,U-Trakt,München - Stammgelände Nord,0101,N1,4000,rf12,Stammgelände Basiskarte,501,484,"[[""500"", ""rf66"", ""U-Trakt EG"", 525, 443], [""4000"", ""rf12"", ""Stammgel\u00e4nde Basiskarte"", 501, 484], [""5000"", ""rf10"", ""Lageplan TUM"", 657, 951], [""200000"", ""rf54"", ""M\u00fcnchen"", 640, 603], [""400000"", ""rf156"", ""M\u00fcnchen und Umgebung"", 420, 515]]",[]
48.150329290720016,11.568885838557172,BÜRO,N0147@0101,0,N0147,U-Trakt,München - Stammgelände Nord,0101,N1,4000,rf12,Stammgelände Basiskarte,501,484,"[[""500"", ""rf66"", ""U-Trakt EG"", 525, 443], [""4000"", ""rf12"", ""Stammgel\u00e4nde Basiskarte"", 501, 484], [""5000"", ""rf10"", ""Lageplan TUM"", 657, 951], [""200000"", ""rf54"", ""M\u00fcnchen"", 640, 603], [""400000"", ""rf156"", ""M\u00fcnchen und Umgebung"", 420, 515]]",[]
48.15030025068354,11.568867697459018,BÜRO,N0148@0101,0,N0148,U-Trakt,München - Stammgelände Nord,0101,N1,4000,rf12,Stammgelände Basiskarte,501,484,"[[""500"", ""rf66"", ""U-Trakt EG"", 525, 443], [""4000"", ""rf12"", ""Stammgel\u00e4nde Basiskarte"", 501, 484], [""5000"", ""rf10"", ""Lageplan TUM"", 657, 951], [""200000"", ""rf54"", ""M\u00fcnchen"", 640, 603], [""400000"", ""rf156"", ""M\u00fcnchen und Umgebung"", 420, 515]]",[]
48.150271210643716,11.568849556381908,BÜRO,N0149@0101,0,N0149,U-Trakt,München - Stammgelände Nord,0101,N1,4000,rf12,Stammgelände Basiskarte,501,484,"[[""500"", ""rf66"", ""U-Trakt EG"", 525, 443], [""4000"", ""rf12"", ""Stammgel\u00e4nde Basiskarte"", 501, 484], [""5000"", ""rf10"", ""Lageplan TUM"", 657, 951], [""200000"", ""rf54"", ""M\u00fcnchen"", 640, 603], [""400000"", ""rf156"", ""M\u00fcnchen und Umgebung"", 420, 515]]",[]
48.15024217060051,11.568831415325814,BÜRO,N0150@0101,0,N0150,U-Trakt,München - Stammgelände Nord,0101,N1,4000,rf12,Stammgelände Basiskarte,501,484,"[[""500"", ""rf66"", ""U-Trakt EG"", 525, 443], [""4000"", ""rf12"", ""Stammgel\u00e4nde Basiskarte"", 501, 484], [""5000"", ""rf10"", ""Lageplan TUM"", 657, 951], [""200000"", ""rf54"", ""M\u00fcnchen"", 640, 603], [""400000"", ""rf156"", ""M\u00fcnchen und Umgebung"", 420, 515]]",[]
48.15020898193696,11.568810684442894,BÜRO,N0151@0101,0,N0151,U-Trakt,München - Stammgelände Nord,0101,N1,4000,rf12,Stammgelände Basiskarte,501,484,"[[""500"", ""rf66"", ""U-Trakt EG"", 525, 443], [""4000"", ""rf12"", ""Stammgel\u00e4nde Basiskarte"", 501, 484], [""5000"", ""rf10"", ""Lageplan TUM"", 657, 951], [""200000"", ""rf54"", ""M\u00fcnchen"", 640, 603], [""400000"", ""rf156"", ""M\u00fcnchen und Umgebung"", 420, 515]]",[]
48.15015919897845,11.568779586155364,"SCHAUSAMMLUNG, OEFFENTL.",N0152@0101,0,N0152,U-Trakt,München - Stammgelände Nord,0101,N1,4000,rf12,Stammgelände Basiskarte,501,484,"[[""500"", ""rf66"", ""U-Trakt EG"", 525, 443], [""4000"", ""rf12"", ""Stammgel\u00e4nde Basiskarte"", 501, 484], [""5000"", ""rf10"", ""Lageplan TUM"", 657, 951], [""200000"", ""rf54"", ""M\u00fcnchen"", 640, 603], [""400000"", ""rf156"", ""M\u00fcnchen und Umgebung"", 420, 515]]",[]
48.15004167833205,11.568677042169579,Baustoffsammlung,N0160@0101,0,N0160,U-Trakt,München - Stammgelände Nord,0101,N1,4000,rf12,Stammgelände Basiskarte,501,484,"[[""500"", ""rf66"", ""U-Trakt EG"", 525, 443], [""4000"", ""rf12"", ""Stammgel\u00e4nde Basiskarte"", 501, 484], [""5000"", ""rf10"", ""Lageplan TUM"", 657, 951], [""200000"", ""rf54"", ""M\u00fcnchen"", 640, 603], [""400000"", ""rf156"", ""M\u00fcnchen und Umgebung"", 420, 515]]",[]
48.150025083999765,11.568666676145378,GALERIE,N0161@0101,0,N0161,U-Trakt,München - Stammgelände Nord,0101,N1,4000,rf12,Stammgelände Basiskarte,501,484,"[[""500"", ""rf66"", ""U-Trakt EG"", 525, 443], [""4000"", ""rf12"", ""Stammgel\u00e4nde Basiskarte"", 501, 484], [""5000"", ""rf10"", ""Lageplan TUM"", 657, 951], [""200000"", ""rf54"", ""M\u00fcnchen"", 640, 603], [""400000"", ""rf156"", ""M\u00fcnchen und Umgebung"", 420, 515]]",[]
48.15054296827188,11.568087116106337,WC-HERREN,N0170@0101,0,N0170,U-Trakt,München - Stammgelände Nord,0101,N1,4000,rf12,Stammgelände Basiskarte,501,484,"[[""500"", ""rf66"", ""U-Trakt EG"", 525, 443], [""4000"", ""rf12"", ""Stammgel\u00e4nde Basiskarte"", 501, 484], [""5000"", ""rf10"", ""Lageplan TUM"", 657, 951], [""200000"", ""rf54"", ""M\u00fcnchen"", 640, 603], [""400000"", ""rf156"", ""M\u00fcnchen und Umgebung"", 420, 515]]",[]
48.1506146145829,11.568022629450507,AUFZUG,N0170a@0101,0,N0170a,U-Trakt,München - Stammgelände Nord,0101,N1,4000,rf12,Stammgelände Basiskarte,501,484,"[[""500"", ""rf66"", ""U-Trakt EG"", 525, 443], [""4000"", ""rf12"", ""Stammgel\u00e4nde Basiskarte"", 501, 484], [""5000"", ""rf10"", ""Lageplan TUM"", 657, 951], [""200000"", ""rf54"", ""M\u00fcnchen"", 640, 603], [""400000"", ""rf156"", ""M\u00fcnchen und Umgebung"", 420, 515]]",[]
48.150604210066234,11.56805982681972,PUTZRAUM,N0170b@0101,0,N0170b,U-Trakt,München - Stammgelände Nord,0101,N1,4000,rf12,Stammgelände Basiskarte,501,484,"[[""500"", ""rf66"", ""U-Trakt EG"", 525, 443], [""4000"", ""rf12"", ""Stammgel\u00e4nde Basiskarte"", 501, 484], [""5000"", ""rf10"", ""Lageplan TUM"", 657, 951], [""200000"", ""rf54"", ""M\u00fcnchen"", 640, 603], [""400000"", ""rf156"", ""M\u00fcnchen und Umgebung"", 420, 515]]",[]
